modal,count,scale_mean,scale_std,scale_var,global_hfr_mean,global_hfr_std,global_hfr_var,interior_hfr_mean,interior_hfr_std,boundary_hfr_mean,boundary_hfr_std,near_background_hfr_mean,near_background_hfr_std,boundary_freq_std_mean,boundary_freq_gap_mean,boundary_freq_gap_std
NBI,2800,0.3772503062656948,0.22898520168432795,0.05243422259041235,0.0005671663442777194,0.0003865983735244546,1.4945830241175375e-07,0.0008145366067523951,0.0005695365389929393,0.000801935629156788,0.00048625270011031543,0.0008768213786646718,0.0005415531306184112,0.0005082104222563804,0.0003550838064535385,0.0003429512193650075
WL,2800,0.31096845899309433,0.21708263673780936,0.0471248711730397,0.00014240616850857174,0.0001535297629786647,2.357138812028496e-08,0.00024088847985101786,0.00022988766090679396,0.0003287507392367353,0.0002587336576088269,0.00041144646038826076,0.0003558665470341555,0.0002789948266061893,0.00021903792936932442,0.0002506997748461407
