modal,split,count,scale_mean,scale_std,scale_var,global_hfr_mean,global_hfr_std,global_hfr_var,interior_hfr_mean,interior_hfr_std,boundary_hfr_mean,boundary_hfr_std,near_background_hfr_mean,near_background_hfr_std,boundary_freq_std_mean,boundary_freq_gap_mean,boundary_freq_gap_std
NBI,test,420,0.3780970618838356,0.23655463225009832,0.05595809403897926,0.0005769284522897509,0.00038914568094822893,1.5143436100066078e-07,0.0008100255985351249,0.0005377221973581706,0.0007908373894903086,0.0004428377355760637,0.0008696054137074152,0.0004915247386758059,0.00048230496983312133,0.0003543841294588614,0.0003245357283062378
NBI,train,1960,0.37920880998883927,0.2277605657049954,0.051874875290259526,0.0005659487127431492,0.00038388349838463826,1.4736654033202857e-07,0.000819097095272121,0.0005783511613270162,0.000810943909648079,0.0005047679454760359,0.0008863846261433113,0.0005631226434964164,0.000517628276634141,0.0003564594126272819,0.0003432339289971826
NBI,val,420,0.3672638666062128,0.22728217604294917,0.05165718754681814,0.000563086516760349,0.00039731141894850503,1.5785636362687447e-07,0.0007977653352109445,0.0005598575378021715,0.0007709952265305766,0.00043664042979679507,0.000839408855388278,0.0004827807086615444,0.0004901658875834236,0.00034936398797074666,0.0003598887646473622
WL,test,420,0.3232295081728981,0.22629910627528485,0.051211285500992666,0.00014234868373856784,0.00015394707362883828,2.3699701478882952e-08,0.00024130638570019547,0.000230250286857612,0.00033420833383747465,0.00026341647774017266,0.00042480328783219,0.0003743663358877922,0.00029052518209468734,0.00023651487477448978,0.0002724723911749005
WL,train,1960,0.31191298815668844,0.21507573712589834,0.04625757270024852,0.00014132671507153998,0.0001501260782732948,2.2537839377719435e-08,0.00024033787550770155,0.0002306502005384748,0.0003278687385601682,0.0002575121357217854,0.00040911255459737274,0.00034805891239738924,0.0002785819315589446,0.00021638567334950054,0.0002406765957548011
WL,val,420,0.2942996070498512,0.21652944385476927,0.046885000056055684,0.0001475011026513905,0.00016839354236282685,2.8356385109501163e-08,0.0002430400609373164,0.00022646323966984784,0.0003274091477933091,0.0002602509415909945,0.0004089811933018088,0.0003731246378530669,0.00026939131467149997,0.00021393817872333723,0.00027280313985979894
