run_name,modal,pfesa_skip_mode,pfesa_base_ratio,best_epoch,base_lr,batch_size,max_epochs,img_size,seed,ce_weight,dice_weight,train_loss,train_dice,train_iou,train_boundary_iou,train_hd95,train_mae,val_loss,val_dice,val_iou,val_boundary_iou,val_hd95,val_mae,checkpoint
all_new_pfesa_x123_bs16_lr001,ALL,x123,0.1,86,0.01,16,100,224,1234,0.4,0.6,0.06926177472582665,0.9049692621421364,0.834413719053648,0.3752507368528795,15.144401721250656,0.04755940662270687,0.09131562652496192,0.8854794599904618,0.8024551348348635,0.3373959166154526,19.17557692187782,0.059713815481247386,../outputs_new/B+PFESA/ALL/all_new_pfesa_x123_bs16_lr001/checkpoints/best.pth
