run_name,modal,best_epoch,base_lr,batch_size,max_epochs,img_size,seed,ce_weight,dice_weight,train_loss,train_dice,train_iou,train_boundary_iou,train_hd95,train_mae,val_loss,val_dice,val_iou,val_boundary_iou,val_hd95,val_mae,checkpoint
all_baseline_bs16_lr001,ALL,94,0.01,16,100,224,1234,0.4,0.6,0.06662240530155143,0.9035898083396492,0.8329278598557438,0.3771763974754205,14.87020922397785,0.04585588825100377,0.18352830480961574,0.8186907924448701,0.7140676553597255,0.26015325950807183,30.145821562025866,0.10141580208770133,../outputs/B/ALL/all_baseline_bs16_lr001/checkpoints/best.pth
