model,modal,frequency_metric,error_metric,n,spearman,pearson
unetpp,NBI,global_hfr,boundary_error_ratio,420,0.024267874221342148,-0.017331075135144657
unetpp,NBI,global_hfr,exterior_error_ratio,420,-0.011720176474694534,-0.007416814276012782
unetpp,NBI,global_hfr,boundary_FN_error_ratio,420,0.056943600621531316,0.030556395908301785
unetpp,NBI,global_hfr,boundary_FP_error_ratio,420,-0.027740151931369757,-0.0656616792998528
unetpp,NBI,global_hfr,boundary_fp_fn_balance,420,-0.03636274552041,-0.03198957778056278
unetpp,NBI,boundary_hfr,interior_FN,420,-0.05588833449929157,-0.06316574064780413
unetpp,NBI,boundary_hfr,boundary_FN,420,-0.02785600095931822,-0.032075430850975466
unetpp,NBI,boundary_hfr,boundary_FP,420,0.006900618744773955,0.03090160558853641
unetpp,NBI,boundary_hfr,exterior_FP,420,0.054545053484674866,0.06704031875512692
unetpp,NBI,boundary_hfr,interior_error_ratio,420,-0.048672995874556264,-0.04986999840248278
unetpp,NBI,boundary_hfr,boundary_error_ratio,420,-0.016120516399125876,-0.058926559434416464
unetpp,NBI,boundary_hfr,exterior_error_ratio,420,0.05485370563509939,0.08169176030856569
unetpp,NBI,boundary_hfr,boundary_FN_error_ratio,420,0.016424652544255812,-0.020867685394035544
unetpp,NBI,boundary_hfr,boundary_FP_error_ratio,420,-0.012609572273462996,-0.06541594749174756
unetpp,NBI,boundary_hfr,boundary_fp_fn_balance,420,0.009377750456704206,0.026064346430974775
unetpp,NBI,boundary_freq_std,interior_FN,420,-0.02836050293028731,-0.08209436348349877
unetpp,NBI,boundary_freq_std,boundary_FN,420,0.005387897174171803,0.009542386071329128
unetpp,NBI,boundary_freq_std,boundary_FP,420,-0.04033749985465454,-0.04753744968119972
unetpp,NBI,boundary_freq_std,exterior_FP,420,0.08223460971063429,0.10926233581135461
unetpp,NBI,boundary_freq_std,interior_error_ratio,420,0.039504304475646984,0.03223136246541584
unetpp,NBI,boundary_freq_std,boundary_error_ratio,420,-0.043191208696162414,-0.03826696244527054
unetpp,NBI,boundary_freq_std,exterior_error_ratio,420,-0.006773786278648694,-0.0006600661307112529
unetpp,NBI,boundary_freq_std,boundary_FN_error_ratio,420,0.03765076852741423,0.027226782579123983
unetpp,NBI,boundary_freq_std,boundary_FP_error_ratio,420,-0.073701401439895,-0.09407043338505616
