model,modal,frequency_metric,error_metric,n,spearman,pearson
attention_unet,WL,scale,boundary_FN,420,0.20700974642446404,0.1859095225217871
attention_unet,WL,scale,boundary_FP,420,-0.20179797565618332,-0.23678465216100672
attention_unet,WL,scale,exterior_FP,420,-0.04381463494354889,0.06594699350057907
attention_unet,WL,scale,interior_error_ratio,420,0.4751009603552538,0.4785326204192069
attention_unet,WL,scale,boundary_error_ratio,420,-0.003719732931743742,-0.04581663027109851
attention_unet,WL,scale,exterior_error_ratio,420,-0.3757538632750091,-0.3992598992559746
attention_unet,WL,scale,boundary_FN_error_ratio,420,0.16301904458424155,0.09107458033682855
attention_unet,WL,scale,boundary_FP_error_ratio,420,-0.1490724600444953,-0.15000138612440433
attention_unet,WL,scale,boundary_fp_fn_balance,420,-0.2904572458865669,-0.3124217109706068
attention_unet,WL,global_hfr,interior_FN,420,-0.03752428686295976,-0.04205250768202897
attention_unet,WL,global_hfr,boundary_FN,420,-0.0280312906175998,-0.006290630424116678
attention_unet,WL,global_hfr,boundary_FP,420,-0.0057154341345865,-0.034138969741877676
attention_unet,WL,global_hfr,exterior_FP,420,-0.10694249884224279,-0.0752238128488729
attention_unet,WL,global_hfr,interior_error_ratio,420,-0.04020778443144725,-0.03739520536620678
attention_unet,WL,global_hfr,boundary_error_ratio,420,0.13060375301771227,0.12193103775478437
attention_unet,WL,global_hfr,exterior_error_ratio,420,-0.007384170518676861,-0.05021433176495741
attention_unet,WL,global_hfr,boundary_FN_error_ratio,420,0.09255679660162695,0.10087029317561443
attention_unet,WL,global_hfr,boundary_FP_error_ratio,420,0.07900281890298448,0.05408249913612524
attention_unet,WL,global_hfr,boundary_fp_fn_balance,420,0.02598543397631742,-0.009574483379826165
attention_unet,WL,boundary_hfr,interior_FN,420,0.04298835210464653,-0.036884729338428006
attention_unet,WL,boundary_hfr,boundary_FN,420,0.027596876517118164,0.006145354678480942
attention_unet,WL,boundary_hfr,boundary_FP,420,-0.07202551691694814,-0.0855293912330518
attention_unet,WL,boundary_hfr,exterior_FP,420,-0.08539017328920287,-0.020880504742755334
attention_unet,WL,boundary_hfr,interior_error_ratio,420,0.13794422581682608,0.07999808492991588
attention_unet,WL,boundary_hfr,boundary_error_ratio,420,0.05433785257933921,0.06806267167756265
attention_unet,WL,boundary_hfr,exterior_error_ratio,420,-0.1392392574899247,-0.1188357687624079
attention_unet,WL,boundary_hfr,boundary_FN_error_ratio,420,0.09279408683465716,0.07528322233867674
attention_unet,WL,boundary_hfr,boundary_FP_error_ratio,420,-0.01509259548005006,0.011109117782641967
attention_unet,WL,boundary_hfr,boundary_fp_fn_balance,420,-0.09432349133042768,-0.09049551703233401
attention_unet,WL,boundary_freq_std,interior_FN,420,0.14296505149277078,0.034115460254145885
attention_unet,WL,boundary_freq_std,boundary_FN,420,0.1330515473047862,0.08596894608416532
attention_unet,WL,boundary_freq_std,boundary_FP,420,-0.13663395190344751,-0.1246518321708938
attention_unet,WL,boundary_freq_std,exterior_FP,420,-0.06338048587666385,-0.024674059441618778
attention_unet,WL,boundary_freq_std,interior_error_ratio,420,0.25272072468777174,0.17180233860827634
attention_unet,WL,boundary_freq_std,boundary_error_ratio,420,-0.022519725978362364,-0.029863906772758266
attention_unet,WL,boundary_freq_std,exterior_error_ratio,420,-0.1786450878798991,-0.13411368847181174
attention_unet,WL,boundary_freq_std,boundary_FN_error_ratio,420,0.11325093451469069,0.04713380981705945
attention_unet,WL,boundary_freq_std,boundary_FP_error_ratio,420,-0.12114408613113942,-0.08547654664608245
attention_unet,WL,boundary_freq_std,boundary_fp_fn_balance,420,-0.19158965899176342,-0.15685069588162603
attention_unet,WL,boundary_freq_gap,interior_FN,420,0.14489314454206131,0.08125369791211771
attention_unet,WL,boundary_freq_gap,boundary_FN,420,0.13001615571529104,0.13071207329836831
attention_unet,WL,boundary_freq_gap,boundary_FP,420,-0.1585444793911818,-0.216626026276978
attention_unet,WL,boundary_freq_gap,exterior_FP,420,-0.14772106401136678,-0.07998677038658095
attention_unet,WL,boundary_freq_gap,interior_error_ratio,420,0.2969417969996006,0.30945591902848446
attention_unet,WL,boundary_freq_gap,boundary_error_ratio,420,0.018726053678632774,0.017056053227717558
attention_unet,WL,boundary_freq_gap,exterior_error_ratio,420,-0.2871310612728291,-0.2903069438486068
attention_unet,WL,boundary_freq_gap,boundary_FN_error_ratio,420,0.13852064361742703,0.122943492620314
attention_unet,WL,boundary_freq_gap,boundary_FP_error_ratio,420,-0.12349963408819585,-0.10186059817050092
attention_unet,WL,boundary_freq_gap,boundary_fp_fn_balance,420,-0.21254904002198374,-0.25142413246458317
attention_unet,NBI,scale,interior_FN,420,-0.021142885569484533,-0.20223041885526213
attention_unet,NBI,scale,boundary_FN,420,0.08455808885492974,0.03308200614008181
attention_unet,NBI,scale,boundary_FP,420,-0.1795626623646493,-0.2215838158551329
attention_unet,NBI,scale,exterior_FP,420,0.0024296341966639295,0.023774612716491565
attention_unet,NBI,scale,interior_error_ratio,420,0.2421686489082127,0.22637097503602668
attention_unet,NBI,scale,boundary_error_ratio,420,0.17209453391311877,0.2192646351318355
attention_unet,NBI,scale,exterior_error_ratio,420,-0.2887682670892233,-0.3204288334001786
attention_unet,NBI,scale,boundary_FN_error_ratio,420,0.25769779128037457,0.2763982683241785
attention_unet,NBI,scale,boundary_FP_error_ratio,420,-0.01131960548507369,-0.001376866867032913
attention_unet,NBI,scale,boundary_fp_fn_balance,420,-0.23004908656684872,-0.2511021348397009
attention_unet,NBI,global_hfr,interior_FN,420,0.006014977844320547,-0.03857486046901414
attention_unet,NBI,global_hfr,boundary_FN,420,0.005374749610659307,0.010148428694315998
attention_unet,NBI,global_hfr,boundary_FP,420,-0.013236957600782756,-0.013445210793935066
attention_unet,NBI,global_hfr,exterior_FP,420,-0.04062034810825439,-0.06187340186788627
attention_unet,NBI,global_hfr,interior_error_ratio,420,-0.023108282998252468,-0.03929384012440015
attention_unet,NBI,global_hfr,boundary_error_ratio,420,0.08110169072872943,0.04345112382434608
attention_unet,NBI,global_hfr,exterior_error_ratio,420,0.012351780071980846,0.0015702347503793847
attention_unet,NBI,global_hfr,boundary_FN_error_ratio,420,0.04513713756229414,0.0370528848685617
attention_unet,NBI,global_hfr,boundary_FP_error_ratio,420,0.05642770777536739,0.02075242261078914
attention_unet,NBI,global_hfr,boundary_fp_fn_balance,420,0.017674239909682983,0.005141745581940639
attention_unet,NBI,boundary_hfr,interior_FN,420,-0.05286219255969897,-0.09785396695190107
attention_unet,NBI,boundary_hfr,boundary_FN,420,-0.03975707939861917,-0.056197954273805986
attention_unet,NBI,boundary_hfr,boundary_FP,420,0.019188680785154087,0.03946629678355447
attention_unet,NBI,boundary_hfr,exterior_FP,420,0.028464805516163986,0.04373109269008017
attention_unet,NBI,boundary_hfr,interior_error_ratio,420,-0.04861620122640302,-0.07656459469756166
attention_unet,NBI,boundary_hfr,boundary_error_ratio,420,0.038898989547235856,-0.004192209230332525
attention_unet,NBI,boundary_hfr,exterior_error_ratio,420,0.040050270937111075,0.06198101596461185
attention_unet,NBI,boundary_hfr,boundary_FN_error_ratio,420,0.0230970052215983,-0.010995000126702643
attention_unet,NBI,boundary_hfr,boundary_FP_error_ratio,420,0.04061801752091017,0.006801806254751514
attention_unet,NBI,boundary_hfr,boundary_fp_fn_balance,420,0.029067789862274863,0.04223739690576358
attention_unet,NBI,boundary_freq_std,interior_FN,420,0.017815701970234386,-0.08679470032257802
attention_unet,NBI,boundary_freq_std,boundary_FN,420,0.042245956309006745,0.027088512113243063
attention_unet,NBI,boundary_freq_std,boundary_FP,420,-0.06770092208474839,-0.08052186731278214
attention_unet,NBI,boundary_freq_std,exterior_FP,420,0.05122462612974928,0.08942844471590072
attention_unet,NBI,boundary_freq_std,interior_error_ratio,420,0.08327570764283737,0.0506950617255292
attention_unet,NBI,boundary_freq_std,boundary_error_ratio,420,0.024791037850068795,0.012599951047192783
attention_unet,NBI,boundary_freq_std,exterior_error_ratio,420,-0.05347933157582325,-0.0475533984560637
attention_unet,NBI,boundary_freq_std,boundary_FN_error_ratio,420,0.10116176651286436,0.06906226436220574
attention_unet,NBI,boundary_freq_std,boundary_FP_error_ratio,420,-0.0481357513487765,-0.06317671073702959
attention_unet,NBI,boundary_freq_std,boundary_fp_fn_balance,420,-0.08916551829066721,-0.09180243718307288
attention_unet,NBI,boundary_freq_gap,interior_FN,420,0.019067640261013177,-0.06629274722581964
attention_unet,NBI,boundary_freq_gap,boundary_FN,420,0.08855581484901859,0.10266612982232343
attention_unet,NBI,boundary_freq_gap,boundary_FP,420,-0.1997454213231475,-0.23059166215346252
attention_unet,NBI,boundary_freq_gap,exterior_FP,420,-0.2025342561031412,-0.16191045515943867
attention_unet,NBI,boundary_freq_gap,interior_error_ratio,420,0.15570863707453614,0.16882395159700253
attention_unet,NBI,boundary_freq_gap,boundary_error_ratio,420,0.20384728452461262,0.20561017663677747
attention_unet,NBI,boundary_freq_gap,exterior_error_ratio,420,-0.26056577866582015,-0.2668781266717731
attention_unet,NBI,boundary_freq_gap,boundary_FN_error_ratio,420,0.25100609441791927,0.2926073350015756
attention_unet,NBI,boundary_freq_gap,boundary_FP_error_ratio,420,-0.007675007916435695,-0.04094601365928448
attention_unet,NBI,boundary_freq_gap,boundary_fp_fn_balance,420,-0.19781193049817117,-0.2419477859799757
