modal,n,Dice_mean,IoU_mean,Boundary_IoU_mean,HD95_mean,MAE_mean,scale_mean,global_hfr_mean,boundary_hfr_mean,boundary_freq_std_mean,boundary_freq_gap_mean,interior_FN_mean,boundary_FN_mean,boundary_FP_mean,exterior_FP_mean,interior_error_ratio_mean,boundary_error_ratio_mean,exterior_error_ratio_mean,boundary_FN_error_ratio_mean,boundary_FP_error_ratio_mean,boundary_fp_fn_balance_mean,total_error_pixels_mean,low_dice_count,low_boundary_iou_count,high_hd95_count,high_dice_low_boundary_count,high_dice_high_hd95_count
WL,1680,0.7598882387007825,0.6444837596442227,0.17628605011993226,45.79214288115363,0.12157123582118874,0.3232295081728981,0.00014234868373854588,0.0003342083338374336,0.00029052518209465004,0.0002365148747744584,0.14803858739101286,0.3981118222260433,0.3822646212361431,0.07022826582456806,0.27930946957824265,0.39326296349014667,0.3274275669316106,0.20506352637283118,0.18819943711731552,0.4778299496982353,7973.306547619048,156,478,110,24,49
NBI,1680,0.7917223397078471,0.6862645985115271,0.19830564297044742,40.74498947531088,0.12679634364848466,0.3780970618838356,0.0005769284522897005,0.0007908373894902588,0.0004823049698330724,0.0003543841294588178,0.11292122988933405,0.36941934289101735,0.40613247470732805,0.1117782686055294,0.24286079588067738,0.39561778092872485,0.36152142319059777,0.21198651337803118,0.18363126755069364,0.49823941242089775,8319.11488095238,121,472,88,24,53
