modal,image,split,model_count,low_dice_count,low_boundary_iou_count,high_hd95_count,high_dice_low_boundary_count,Dice_mean,Boundary_IoU_mean,HD95_mean,interior_error_ratio_mean,boundary_error_ratio_mean,exterior_error_ratio_mean,boundary_FN_error_ratio_mean,boundary_FP_error_ratio_mean,boundary_fp_fn_balance_mean,scale,global_hfr,boundary_hfr,boundary_freq_std,boundary_freq_gap,common_low_dice,common_low_boundary_iou,common_high_hd95
WL,gas_cd452a5ea2593442,test,4,4,3,2,0,0.08351101634683725,0.04091375376415227,165.41396148177552,0.22491005036502798,0.2728081505677972,0.5022817990671749,0.2616311397541279,0.011177010813669298,0.08594014313597917,0.02093505859375,0.0008009157495501,0.0004807860015635,0.0001317773223139,0.0001341314906173,True,False,False
WL,gas_35851,test,4,0,4,0,0,0.7325950101591944,0.06554148251375387,40.65006706153501,0.0,0.26954034555392514,0.7304596544460749,0.0,0.26954034555392514,1.0,0.2189788818359375,8.173060701816359e-05,0.0002006972139246,0.0001359938728213,5.541892767331602e-05,False,True,False
WL,gas_5970bae689dba9d0,test,4,1,4,0,0,0.5713307219421341,0.06522929905809213,39.97418441071105,0.31764765738924033,0.2692509196386176,0.4131014229721421,0.1790228112540813,0.09022810838453632,0.3370093989351131,0.093048095703125,0.0003067661344605,0.001064151716237,0.0014855013326144,0.0003594010972981,False,True,False
WL,gas_5ba18fd49a0081de,test,4,0,4,0,0,0.7238500124737353,0.0807034478536047,39.961389142369676,0.7316974558993348,0.2683025441006653,0.0,0.2657063691936842,0.0025961749069810863,0.009373839875160939,0.2841339111328125,0.0001283816205996,7.188544394373569e-05,5.101455518102641e-05,1.846668896892572e-05,False,True,False
WL,gas_36755,test,4,0,4,0,0,0.637407206567417,0.045816213665614974,60.779734323205254,0.016064259681269073,0.26829796887198815,0.7156377714467428,0.0278046024250349,0.24049336644695327,0.9105992800522695,0.1142120361328125,0.0002353496056532,0.0006471549800422,0.0008399583842746,0.0002434641502695,False,True,False
WL,gas_35544,test,4,0,4,0,0,0.8009351737824997,0.03281656703872292,43.43722828553173,0.002608489447474508,0.2514099074035088,0.7459816031490166,0.006316445900412939,0.24509346150309588,0.9745943068198686,0.4113616943359375,3.3802317838760674e-05,0.0001450971472064,0.0001213306647262,8.3103348064764e-05,False,True,False
WL,gas_35529,test,4,0,4,0,0,0.7614596708972869,0.03204005107950793,53.270815280171306,0.0019896678107032915,0.2471056326912207,0.7509046994980759,0.008197724634794484,0.23890790805642625,0.9672202661992255,0.43243408203125,2.0892670342473983e-05,8.984511257586782e-05,8.258464484698403e-05,7.333312366630252e-05,False,True,False
WL,gas_25748,test,4,0,4,0,0,0.6536590492768184,0.053974042019104704,50.71441498246335,0.0013253104400646537,0.23193404439001844,0.7667406451699169,0.024488492714488563,0.2074455516755299,0.8900707630964613,0.1741180419921875,7.417085528703803e-05,0.0001405958663519,6.873609210818585e-05,7.447987371340186e-05,False,True,False
WL,gas_27456,test,4,0,4,0,0,0.6671345397741821,0.04942072492865445,53.34663266331629,0.46770782745292283,0.2315820554760429,0.3007101170710343,0.15751020035935281,0.0740718551166901,0.32813510441878446,0.318695068359375,5.36937000054508e-05,0.0002962935243342,0.0003121897269315,0.0001161532754544,False,True,False
WL,gas_35734,test,4,0,4,0,0,0.7524884839498339,0.019486048586065702,43.00102437701105,0.0,0.22533719500789612,0.7746628049921039,0.0,0.22533719500789612,1.0,0.3907318115234375,3.998597527801501e-05,0.000120271227941,7.62273881591075e-05,8.164049956053167e-05,False,True,False
