image,modal,split,model,prediction_path,image_path,mask_path,image_size,erode_dilate_radius,interior_area,boundary_inner_area,boundary_outer_area,exterior_area,total_fn_pixels,total_fp_pixels,total_error_pixels,interior_FN_pixels,boundary_FN_pixels,boundary_FP_pixels,exterior_FP_pixels,interior_FN,boundary_FN,boundary_FP,exterior_FP,interior_error_ratio,boundary_error_ratio,exterior_error_ratio,boundary_FN_error_ratio,boundary_FP_error_ratio,boundary_fp_fn_balance,Dice,IoU,Boundary_IoU,HD95,MAE,scale,global_hfr,boundary_hfr,boundary_freq_std,boundary_freq_gap,low_dice,low_boundary_iou,high_hd95,high_dice_low_boundary,high_dice_high_hd95
gas_90cdcb83838f6bec,NBI,test,swin_unet,experiment_03_baseline_failure_analysis\predictions\swin_unet\NBI\test\gas_90cdcb83838f6bec.png,dataset\NBI\test\images\gas_90cdcb83838f6bec.jpg,dataset\NBI\test\masks\gas_90cdcb83838f6bec.png,256,5,20414,2967,3095,39060,5160,381,5541,2894,2266,327,54,0.14176545507984717,0.7637344118638355,0.10565428109854604,0.0013824884792626728,0.5222883955964628,0.4679660711062985,0.009745533297238766,0.40895145280635264,0.05901461829994586,0.12610875433860394,0.8689912826899129,0.7683329663069809,0.0988563675130839,18.520082076162023,0.0838647931814193,0.3567657470703125,0.0007040113499059,0.0006299149782714,0.0005269339103711,0.0007154642293255,False,True,False,True,False
gas_b493971ce67e37d3,NBI,test,swin_unet,experiment_03_baseline_failure_analysis\predictions\swin_unet\NBI\test\gas_b493971ce67e37d3.png,dataset\NBI\test\images\gas_b493971ce67e37d3.jpg,dataset\NBI\test\masks\gas_b493971ce67e37d3.png,256,5,22396,2854,2896,37390,5615,1,5616,3070,2545,1,0,0.13707804965172352,0.8917309039943938,0.0003453038674033149,0.0,0.5466524216524217,0.45334757834757833,0.0,0.4531695156695157,0.00017806267806267807,0.00039277297721916735,0.8744581187629106,0.7769218838856434,0.0803165182987141,22.59583183261805,0.0859972909092903,0.385284423828125,0.0002896979867484,0.0002779623559356,0.0001890518430623,6.282567177233082e-05,False,True,False,True,False
gas_9d2fea0944ac75be,NBI,test,unetpp,experiment_03_baseline_failure_analysis\predictions\unetpp\NBI\test\gas_9d2fea0944ac75be.png,dataset\NBI\test\images\gas_9d2fea0944ac75be.jpg,dataset\NBI\test\masks\gas_9d2fea0944ac75be.png,256,5,29989,3354,3502,28691,6598,74,6672,3740,2858,74,0,0.12471239454466637,0.8521168753726893,0.0211307824100514,0.0,0.5605515587529976,0.4394484412470024,0.0,0.42835731414868106,0.011091127098321343,0.0252387448840382,0.8889805308966205,0.8001484722981949,0.0949324324324324,23.259406699226016,0.101941168308258,0.5087738037109375,0.0007310897047793,0.0006374106656164,0.0002985739020425,0.0002210617034216,False,True,False,True,False
gas_ec9139c51753a679,NBI,test,unet,experiment_03_baseline_failure_analysis\predictions\unet\NBI\test\gas_ec9139c51753a679.png,dataset\NBI\test\images\gas_ec9139c51753a679.jpg,dataset\NBI\test\masks\gas_ec9139c51753a679.png,256,5,30815,3184,3332,28205,605,6462,7067,142,463,2607,3855,0.004608145383741684,0.1454145728643216,0.7824129651860744,0.13667789399042723,0.020093391821140512,0.43441347106268574,0.5454931371161738,0.06551577755766237,0.3688976935050233,0.849185667752443,0.9044007142983432,0.825484943356034,0.0492924895039651,17.26267650163207,0.1077606827020645,0.5187835693359375,0.0014286034346739,0.0012379016751757,0.0004619697991477,0.00061077024696,False,True,False,True,False
gas_e2ae7f2a76e15ef6,NBI,test,swin_unet,experiment_03_baseline_failure_analysis\predictions\swin_unet\NBI\test\gas_e2ae7f2a76e15ef6.png,dataset\NBI\test\images\gas_e2ae7f2a76e15ef6.jpg,dataset\NBI\test\masks\gas_e2ae7f2a76e15ef6.png,256,5,21745,3031,3179,37581,3556,2651,6207,1845,1711,947,1704,0.08484709128535295,0.5645001649620587,0.29789241899968544,0.04534206114792049,0.2972450459159014,0.4282261962300628,0.27452875785403574,0.27565651683583053,0.15256967939423233,0.35628291948833707,0.8725495461625221,0.7739138719512195,0.0987699651184138,23.095423458130163,0.0945870503783226,0.3780517578125,0.0005185232559776,0.0005627936553734,0.0002572921472839,8.64284888386184e-05,False,True,False,True,False
gas_b493971ce67e37d3,NBI,test,unetpp,experiment_03_baseline_failure_analysis\predictions\unetpp\NBI\test\gas_b493971ce67e37d3.png,dataset\NBI\test\images\gas_b493971ce67e37d3.jpg,dataset\NBI\test\masks\gas_b493971ce67e37d3.png,256,5,22396,2854,2896,37390,5391,886,6277,3323,2068,562,324,0.1483747097696017,0.7245970567624387,0.19406077348066297,0.008665418561112597,0.5293930221443365,0.4189899633582922,0.051617014497371355,0.3294567468535925,0.0895332165046997,0.21368821292775667,0.8643327280980481,0.7610791906070448,0.0689851767388825,25.02097486029916,0.0953045263886451,0.385284423828125,0.0002896979867484,0.0002779623559356,0.0001890518430623,6.282567177233082e-05,False,True,False,True,False
gas_ec9139c51753a679,NBI,test,attention_unet,experiment_03_baseline_failure_analysis\predictions\attention_unet\NBI\test\gas_ec9139c51753a679.png,dataset\NBI\test\images\gas_ec9139c51753a679.jpg,dataset\NBI\test\masks\gas_ec9139c51753a679.png,256,5,30815,3184,3332,28205,900,6759,7659,288,612,2463,4296,0.009346097679701444,0.1922110552763819,0.7391956782713085,0.15231341960645275,0.03760282021151586,0.4014884449667058,0.5609087348217783,0.0799059929494712,0.3215824520172346,0.8009756097560976,0.8959519179777267,0.8115153067759703,0.0555043050430504,25.079872407968907,0.1173070818185806,0.5187835693359375,0.0014286034346739,0.0012379016751757,0.0004619697991477,0.00061077024696,False,True,False,True,False
gas_a57d5991dae795de,NBI,test,unet,experiment_03_baseline_failure_analysis\predictions\unet\NBI\test\gas_a57d5991dae795de.png,dataset\NBI\test\images\gas_a57d5991dae795de.jpg,dataset\NBI\test\masks\gas_a57d5991dae795de.png,256,5,23655,3185,3040,35656,64,7075,7139,0,64,2746,4329,0.0,0.020094191522762952,0.9032894736842105,0.12141014135068431,0.0,0.3936125507774198,0.6063874492225801,0.008964841014147639,0.38464770976327217,0.9772241992882562,0.8823098154217699,0.789404637882471,0.0975434821588667,32.77188223389656,0.108777105808258,0.4095458984375,0.0001882911212962,0.0004227924491336,0.0003159635776585,0.0001533637993118,False,True,False,True,False
gas_c50f8aa50d4f6823,NBI,test,unetpp,experiment_03_baseline_failure_analysis\predictions\unetpp\NBI\test\gas_c50f8aa50d4f6823.png,dataset\NBI\test\images\gas_c50f8aa50d4f6823.jpg,dataset\NBI\test\masks\gas_c50f8aa50d4f6823.png,256,5,21013,3027,3175,38321,1408,6571,7979,602,806,2129,4442,0.028648931613762908,0.2662702345556657,0.6705511811023622,0.11591555543957621,0.07544805113422735,0.36784058152650706,0.5567113673392655,0.10101516480762,0.2668254167188871,0.7253833049403748,0.8511704453341848,0.7409022877913192,0.0491750760852154,23.345235059857504,0.1207549422979354,0.3668212890625,0.0002253352180205,0.0002366017174803,0.0001884006527228,7.818647043502974e-05,False,True,False,True,False
gas_6e9f38b5c1ee0260,NBI,test,swin_unet,experiment_03_baseline_failure_analysis\predictions\swin_unet\NBI\test\gas_6e9f38b5c1ee0260.png,dataset\NBI\test\images\gas_6e9f38b5c1ee0260.jpg,dataset\NBI\test\masks\gas_6e9f38b5c1ee0260.png,256,5,31118,3305,3379,27734,5,9024,9029,0,5,3140,5884,0.0,0.0015128593040847202,0.9292690145013317,0.21215836157784668,0.0,0.3483220733193045,0.6516779266806956,0.0005537711817477018,0.3477683021375568,0.9984101748807631,0.8846722192369694,0.7931948208370972,0.0950794852384557,24.73154037515956,0.1368781924247741,0.5252532958984375,0.0003123583309804,0.0003550299553281,0.0003374634660801,0.0002104387447149,False,True,False,True,False
gas_10fe196470c953ee,NBI,test,attention_unet,experiment_03_baseline_failure_analysis\predictions\attention_unet\NBI\test\gas_10fe196470c953ee.png,dataset\NBI\test\images\gas_10fe196470c953ee.jpg,dataset\NBI\test\masks\gas_10fe196470c953ee.png,256,5,42430,3956,3716,15434,5149,5477,10626,3804,1345,2240,3237,0.0896535470186189,0.33998988877654196,0.6027987082884823,0.209731761047039,0.3579898362507058,0.3373800112930548,0.3046301524562394,0.12657632222849613,0.21080368906455862,0.6248256624825662,0.8866436529987932,0.796370052936728,0.0970388411742084,29.0,0.1609933078289032,0.707794189453125,0.0005034970370001,0.0007511238990455,0.0006649231165508,0.000163394979723,False,True,False,True,False
gas_d17953c118aa0ea8,NBI,test,swin_unet,experiment_03_baseline_failure_analysis\predictions\swin_unet\NBI\test\gas_d17953c118aa0ea8.png,dataset\NBI\test\images\gas_d17953c118aa0ea8.jpg,dataset\NBI\test\masks\gas_d17953c118aa0ea8.png,256,5,31627,3544,2011,28354,6997,2839,9836,4856,2141,1122,1717,0.1535396970942549,0.6041196388261851,0.5579313774241671,0.06055582986527474,0.4936966246441643,0.33174054493696625,0.17456283041886947,0.21766978446522978,0.11407076047173648,0.3438553478394116,0.8513124136569963,0.7411174489725793,0.0758920800696257,25.14346701608051,0.1501514613628387,0.5366668701171875,0.0004630481118412,0.0009674015377122,0.0004428052643352,0.0008080353312879,False,True,False,True,False
gas_4b32948d8cfca917,NBI,test,unet,experiment_03_baseline_failure_analysis\predictions\unet\NBI\test\gas_4b32948d8cfca917.png,dataset\NBI\test\images\gas_4b32948d8cfca917.jpg,dataset\NBI\test\masks\gas_4b32948d8cfca917.png,256,5,37731,4181,4315,19309,6,12352,12358,0,6,4026,8326,0.0,0.0014350633819660368,0.9330243337195828,0.4311978869957015,0.0,0.3262663861466257,0.6737336138533744,0.0004855154555753358,0.32578087069105033,0.9985119047619048,0.871985107279225,0.7730262365384152,0.0605083215069023,43.01162162501544,0.1877590864896774,0.6395263671875,0.0008374259939782,0.0008696600090064,0.0005039774320803,0.0001528361497454,False,True,False,True,False
gas_4b32948d8cfca917,NBI,test,unetpp,experiment_03_baseline_failure_analysis\predictions\unetpp\NBI\test\gas_4b32948d8cfca917.png,dataset\NBI\test\images\gas_4b32948d8cfca917.jpg,dataset\NBI\test\masks\gas_4b32948d8cfca917.png,256,5,37731,4181,4315,19309,36,12733,12769,0,36,3963,8770,0.0,0.008610380291796222,0.9184241019698726,0.45419234553835,0.0,0.313180358681181,0.686819641318819,0.002819328060145665,0.3103610306210353,0.9909977494373593,0.8683533331527481,0.767336094023027,0.066621803499327,51.00980015517485,0.1937181055545807,0.6395263671875,0.0008374259939782,0.0008696600090064,0.0005039774320803,0.0001528361497454,False,True,False,True,True
gas_5d6308d5dc0a5a6d,NBI,test,swin_unet,experiment_03_baseline_failure_analysis\predictions\swin_unet\NBI\test\gas_5d6308d5dc0a5a6d.png,dataset\NBI\test\images\gas_5d6308d5dc0a5a6d.jpg,dataset\NBI\test\masks\gas_5d6308d5dc0a5a6d.png,256,5,42241,4063,3580,15652,11186,694,11880,8245,2941,612,82,0.1951895078241519,0.7238493723849372,0.17094972067039105,0.005238947099412215,0.694023569023569,0.29907407407407405,0.006902356902356902,0.24755892255892256,0.051515151515151514,0.1722488038277512,0.8560298910883218,0.7482974287699792,0.097024966362685,40.86805678846788,0.1804647594690323,0.70654296875,0.001625267221896,0.0023483818216084,0.0014945308812861,0.0005921883160384,False,True,False,True,False
gas_a3b11f41a1a994be,NBI,test,swin_unet,experiment_03_baseline_failure_analysis\predictions\swin_unet\NBI\test\gas_a3b11f41a1a994be.png,dataset\NBI\test\images\gas_a3b11f41a1a994be.jpg,dataset\NBI\test\masks\gas_a3b11f41a1a994be.png,256,5,37453,3633,3601,20849,4430,7341,11771,2968,1462,1948,5393,0.0792459883053427,0.40242224057252957,0.5409608442099417,0.25866948055062594,0.2521451023702319,0.28969501316795515,0.45815988446181294,0.12420355110016142,0.16549146206779372,0.5712609970674487,0.8620599659179883,0.7575618574782116,0.0619584055459272,25.791233411588145,0.1790696680545807,0.626922607421875,0.000286543701094,0.0004508208313087,0.000351704808953,0.0002602250089902,False,True,False,True,False
gas_53709e1f40fe370,NBI,test,unet,experiment_03_baseline_failure_analysis\predictions\unet\NBI\test\gas_53709e1f40fe370.png,dataset\NBI\test\images\gas_53709e1f40fe370.jpg,dataset\NBI\test\masks\gas_53709e1f40fe370.png,256,5,34373,3524,3609,24030,164,11338,11502,26,138,3097,8241,0.0007564076455357403,0.03916004540295119,0.858132446661125,0.3429463171036205,0.0022604764388801948,0.28125543383759344,0.7164840897235264,0.011997913406364111,0.26925752043122936,0.9573415765069552,0.8681541582150102,0.7670250896057348,0.0931318681318681,27.89801879386457,0.174884408712387,0.5782623291015625,0.0006007755924149,0.0006232522741728,0.0003904241540323,8.714602485311931e-05,False,True,False,True,False
gas_a3b11f41a1a994be,NBI,test,unet,experiment_03_baseline_failure_analysis\predictions\unet\NBI\test\gas_a3b11f41a1a994be.png,dataset\NBI\test\images\gas_a3b11f41a1a994be.jpg,dataset\NBI\test\masks\gas_a3b11f41a1a994be.png,256,5,37453,3633,3601,20849,595,11062,11657,316,279,2933,8129,0.008437241342482579,0.07679603633360858,0.8144959733407386,0.3898987961053288,0.027108175345286093,0.2755425924337308,0.6973492322209831,0.023934116839667154,0.25160847559406363,0.9131382316313823,0.8750440879784428,0.7778474504000602,0.0938643399943709,25.0,0.1765186488628387,0.626922607421875,0.000286543701094,0.0004508208313087,0.000351704808953,0.0002602250089902,False,True,False,True,False
