epoch,train_loss,val_loss,val_dice,val_iou,lr,is_best
1,0.3128611175989618,0.2927516826561519,0.6204973822548276,0.4888976880482265,0.0001,1
2,0.27819629007456254,0.2772579936754136,0.6437504671868823,0.520964869431087,9.998903417374228e-05,1
3,0.2592202598951301,0.25304417127654666,0.6635344346364339,0.544085985705966,9.995614150494293e-05,1
4,0.24894629126908827,0.24586166725272224,0.6912961931455703,0.5727601704143342,9.990133642141359e-05,1
5,0.23918706361128358,0.2242156438884281,0.7200382959275019,0.5984301521664575,9.982464296247522e-05,1
6,0.23222651718830575,0.24168337228752318,0.6335325451124282,0.5147895727838788,9.972609476841367e-05,0
7,0.22755931579336827,0.2453685727857408,0.7247538850420997,0.603866259824662,9.96057350657239e-05,1
8,0.22769763846786656,0.21770086472942715,0.6874564278693426,0.5689352676981971,9.946361664814942e-05,0
9,0.22035686963674975,0.22034433980782828,0.7119035732178461,0.5913464869771685,9.929980185352524e-05,0
10,0.218952624226103,0.2123022918190275,0.7345682098751977,0.622382576692672,9.911436253643443e-05,1
11,0.21566955544510666,0.20683918595314027,0.7249076627549671,0.6082406083742777,9.890738003669026e-05,0
12,0.21220210294942465,0.20736987051509675,0.727740550608862,0.616951148282914,9.867894514365799e-05,0
13,0.2111304689122706,0.20216189864135925,0.7302631088665553,0.6167584379514058,9.842915805643154e-05,0
14,0.20446320276479332,0.20421829592613946,0.7503321352459136,0.6372309718813215,9.81581283398829e-05,1
15,0.21069215742909178,0.20354164526576088,0.7387611479986281,0.6275976680573963,9.786597487660334e-05,0
16,0.20291479278583915,0.2272627217429025,0.7363808614867074,0.6177532144955227,9.755282581475767e-05,0
17,0.202516986125586,0.20517477563449316,0.7389508587973458,0.6269032512392316,9.721881851187405e-05,0
18,0.19873011683931155,0.20005218940121786,0.7435581956590925,0.6306536481493995,9.686409947459456e-05,0
19,0.19659200328953413,0.2002552357457933,0.7708829947880336,0.6565936792464483,9.648882429441255e-05,1
20,0.19685808818559258,0.2092841761452811,0.7496308213188535,0.631523737453279,9.609315757942502e-05,0
21,0.19277619384989447,0.19997972051302593,0.7372935726529076,0.6271020463534764,9.567727288213003e-05,0
22,0.19418558037402678,0.19547626106511978,0.7582221689678373,0.6444092705136254,9.524135262330097e-05,0
23,0.1938408114472214,0.191445416921661,0.7515677032016572,0.6399579661233085,9.478558801197063e-05,0
24,0.1888617789866973,0.20022742847601574,0.7296310719989595,0.6163359159515017,9.431017896156071e-05,0
25,0.18855601828925464,0.18684741840476082,0.7562698931921096,0.6485375177292597,9.381533400219315e-05,0
26,0.1901882626876539,0.21442150459403084,0.7081866792270115,0.5916681499708266,9.33012701892219e-05,0
27,0.1855393333398566,0.18764586320945195,0.7597825084413801,0.6467207074165344,9.276821300802531e-05,0
28,0.18577959945007247,0.2014472409373238,0.7138136489050729,0.5989880453972589,9.221639627510073e-05,0
29,0.18513300835478064,0.20534532893271673,0.7600553399040586,0.6417680365698678,9.164606203550494e-05,0
30,0.18294301267181123,0.1911604255437851,0.7436112835293724,0.6306921595618838,9.105746045668517e-05,0
31,0.1798429755836117,0.19215351059323266,0.7420497162001474,0.6260218188876198,9.045084971874734e-05,0
32,0.18166669607162475,0.18908594023613703,0.7476316111428397,0.6412744391532171,8.982649590120978e-05,0
33,0.17899075673550977,0.19086186715534756,0.76288887546176,0.6514998242968605,8.918467286629196e-05,0
34,0.17881051669923625,0.1908714342684973,0.7473041750135876,0.6369393150011698,8.852566213878943e-05,0
35,0.17621446303567107,0.1844593421334312,0.775912400654384,0.6628867813519069,8.784975278258779e-05,1
36,0.17679580702465408,0.18183702202070326,0.7655257775670006,0.6573691124007816,8.715724127386969e-05,0
37,0.17520042524045829,0.1833007853655588,0.767182054973784,0.6590650223550343,8.644843137107055e-05,0
38,0.173175725614538,0.18437510487579165,0.7619135095959618,0.6501243216650826,8.572363398164014e-05,0
39,0.1745400506318832,0.1880860985744567,0.7595891543797084,0.6483467368852525,8.498316702566826e-05,0
40,0.1717681438339,0.1931891984882809,0.752542591662634,0.6396618911198207,8.422735529643442e-05,0
41,0.1710680645339343,0.18386607468128205,0.7697131906236921,0.6591779555593218,8.34565303179429e-05,0
42,0.16971570873747066,0.18448665482657298,0.7680027513276964,0.6622567120052519,8.267103019950527e-05,0
43,0.16952000083971996,0.18445423884051187,0.7630359768867493,0.6526280011449541,8.187119948743448e-05,0
44,0.1641568438130982,0.17868442762465703,0.7714961767196655,0.6644361047517686,8.105738901391552e-05,0
45,0.16680037656000682,0.18012299991789318,0.7659234387534005,0.655593961193448,8.022995574311874e-05,0
46,0.16188034168919738,0.18280354823384967,0.7783911841256278,0.668303508417947,7.938926261462365e-05,1
47,0.16607459415586628,0.181618627622014,0.7772515001751128,0.6692885904085069,7.853567838422159e-05,0
48,0.16503754401085327,0.18646977501256126,0.7625760424704778,0.6493366235778445,7.76695774621672e-05,0
49,0.1628345084737758,0.1829594380798794,0.771918873559861,0.661576911948976,7.679133974894982e-05,0
50,0.15966836749290933,0.1780886960881097,0.7742130381720407,0.6647980860301427,7.59013504686565e-05,0
51,0.15965731308168293,0.179658800079709,0.766669487953186,0.6577303222247532,7.499999999999998e-05,0
52,0.15998160346430176,0.17594803954873767,0.785655897571927,0.6789371751603626,7.408768370508574e-05,1
53,0.1578032406617184,0.17872825193972813,0.7729107243674141,0.6652851785932269,7.316480175599306e-05,0
54,0.15755379418937526,0.1757305024635224,0.7806373550778344,0.6739453026226588,7.223175895924634e-05,0
55,0.15469368331286373,0.17463278486615136,0.7805537473587763,0.6718647411891392,7.12889645782536e-05,0
56,0.15713255727777675,0.1778214210555667,0.7821091640563238,0.6736656268437703,7.033683215378998e-05,0
57,0.15475144723848422,0.1759696751832962,0.783843842006865,0.676441144375574,6.937577932260511e-05,0
58,0.15186689076374987,0.18453568887142907,0.7757399309249151,0.6673923685437158,6.840622763423387e-05,0
59,0.1513561598500427,0.1840653162626993,0.7702740970112029,0.6621308201835269,6.742860236609073e-05,0
60,0.1531254016623205,0.17624714090710594,0.7783904768171764,0.6730659428096953,6.644333233692912e-05,0
61,0.14861166705282366,0.1833285983119692,0.761086756842477,0.6509169794264293,6.545084971874734e-05,0
62,0.15091419128739103,0.18017242408934095,0.7835648411796207,0.6741446960540045,6.445158984722355e-05,0
63,0.14957811169478358,0.17983740596544176,0.7855251823152815,0.6790509700775147,6.344599103076326e-05,0
64,0.14594736832137012,0.18357348172437576,0.78372513680231,0.6734804312388102,6.24344943582427e-05,0
65,0.14698951949878614,0.17736723607494717,0.7798044772375198,0.6724174567631312,6.141754350553276e-05,0
66,0.14537002325666193,0.1734108377070654,0.7938595005444118,0.6865760525067647,6.039558454088794e-05,1
67,0.1437355592542765,0.17459130202020917,0.7838964632579258,0.6771524066016787,5.936906572928621e-05,0
68,0.1434745956440361,0.18131562982286725,0.7783119451432001,0.6662915757724217,5.8338437335805085e-05,0
69,0.1438658394375626,0.17979973568802787,0.7883068720499674,0.6822746992111206,5.730415142812056e-05,0
70,0.14062838326303326,0.18046064121382577,0.7842089601925442,0.6731604825882684,5.626666167821518e-05,0
71,0.13877678364515306,0.17793444707280115,0.7922426280521211,0.684931454772041,5.522642316338266e-05,0
72,0.13796018033611532,0.18673677884397052,0.7677959640820821,0.6573847481182643,5.418389216661575e-05,0
73,0.13658499355827058,0.1788823536464146,0.7893623647235689,0.6803956627845764,5.313952597646565e-05,0
74,0.13652047895047129,0.18838806109769005,0.7798496927533831,0.6658620556195577,5.2093782686459966e-05,0
75,0.1328966951187776,0.17507739109652384,0.7864765978994823,0.6797390307698931,5.1047120994167824e-05,0
76,0.13125788986074682,0.18756125072638194,0.7677432094301496,0.6566048361006237,4.9999999999999975e-05,0
77,0.1310837120121839,0.18621030421484083,0.7783169644219535,0.6675445329575311,4.895287900583214e-05,0
78,0.1304078600540453,0.18438009406839098,0.7737290041787284,0.6649930880183266,4.790621731353999e-05,0
79,0.12825757368486754,0.18353444678442818,0.7790572790872483,0.6696349842207773,4.6860474023534314e-05,0
80,0.12829420019169244,0.18085022327445802,0.7901823157355898,0.6821696304139637,4.581610783338419e-05,0
81,0.12626548780470478,0.18043679495652518,0.7833138068517049,0.6751165560313633,4.4773576836617304e-05,0
82,0.12588269576734426,0.18216415217944554,0.7827267896561395,0.6761248418263026,4.373333832178476e-05,0
83,0.12416620245393442,0.18826328615347546,0.7673453285580589,0.6587111978303819,4.269584857187941e-05,0
84,0.12207936635430978,0.18792279277529036,0.7697696027301607,0.6625162419818696,4.166156266419485e-05,0
85,0.12113132282179229,0.18311500052611032,0.7810233507837568,0.6743424160139901,4.063093427071374e-05,0
86,0.11966363954908994,0.1846868036758332,0.7798246026039124,0.6697188950720288,3.9604415459112e-05,0
87,0.11895221873205536,0.1834208796421687,0.7840443645204817,0.6754421574728829,3.858245649446719e-05,0
88,0.11716679851619564,0.1882041518177305,0.7762384244373867,0.6668694235029675,3.756550564175724e-05,0
89,0.1154167432718131,0.19370228265013015,0.7766412388710748,0.6655974967139108,3.6554008969236706e-05,0
90,0.11518146383519075,0.19915960062117805,0.7640068247204735,0.6472514737220038,3.5548410152776386e-05,0
91,0.11306783435296039,0.1924643167427608,0.7783697213445391,0.6666473910922096,3.454915028125261e-05,0
92,0.11337924833808627,0.18705637015047527,0.7828649895531791,0.6747329132897514,3.3556667663070815e-05,0
93,0.1096563429856787,0.2052295548575265,0.7674510234878177,0.6559933878126598,3.257139763390923e-05,0
94,0.11131014632327216,0.19006682464054653,0.7804661620230902,0.6730894202277774,3.15937723657661e-05,0
95,0.10831413906143636,0.19300983065650576,0.7812909239814395,0.6714493229275658,3.062422067739484e-05,0
96,0.10657142338399984,0.20297738185950687,0.7616021860213507,0.6486571527662731,2.9663167846209974e-05,0
97,0.10786717540147353,0.1947100647858211,0.777046309198652,0.6657273269834972,2.8711035421746357e-05,0
98,0.10499530699180097,0.20049533517587753,0.7705898318971907,0.6608143715631394,2.776824104075363e-05,0
99,0.10352363708067913,0.1947952892099108,0.7841349096525283,0.6740635321253822,2.6835198244006917e-05,0
100,0.10277437713681435,0.19520533567383175,0.7759441716330392,0.6674627179191226,2.591231629491422e-05,0
101,0.10127847884990732,0.19917534646533785,0.7695629097166515,0.6573319486209325,2.4999999999999977e-05,0
102,0.1012956051193938,0.19516746046997252,0.7757879892985026,0.6678483037721543,2.4098649531343487e-05,0
103,0.10077024792530098,0.19895829090050288,0.7797486657188052,0.6696081286384946,2.3208660251050168e-05,0
104,0.09799214531572498,0.20905093252658843,0.7627890303021385,0.6507652441660563,2.233042253783279e-05,0
105,0.09664034566708973,0.19841908031985872,0.77857974086489,0.6705314761116391,2.1464321615778412e-05,0
106,0.09626403998355476,0.19791809433982485,0.7816130320231119,0.6700820128122965,2.0610737385376342e-05,0
107,0.09459958640592439,0.20155722342786334,0.7802305976549785,0.6699377082643054,1.9770044256881253e-05,0
108,0.09363215345205093,0.20273383288156419,0.7696828915959313,0.6570257794289361,1.894261098608448e-05,0
109,0.09328529320809306,0.20179538343633924,0.7792321829568772,0.6676026083174206,1.8128800512565506e-05,0
110,0.0930182761227598,0.20280025686536515,0.779863991623833,0.6680752555529277,1.7328969800494736e-05,0
111,0.09127970409332489,0.2059025086107708,0.777656500680106,0.6652707281566802,1.6543469682057082e-05,0
112,0.08883733361655352,0.20334169410523914,0.7860909791219802,0.6750407775243124,1.577264470356556e-05,0
113,0.08946646176734749,0.20500625457082475,0.7707201730637323,0.6619051422391619,1.5016832974331719e-05,0
114,0.08898833567390636,0.2055827227376756,0.7790518868537176,0.6678777586846124,1.4276366018359839e-05,0
115,0.08785817533427355,0.20516762818608966,0.7779209806805565,0.6689274220239548,1.3551568628929429e-05,0
116,0.08762362769671848,0.20811767152377536,0.7805531774248395,0.6682235780216399,1.2842758726130278e-05,0
117,0.08641142785853269,0.21266448682262784,0.7843067577907017,0.6741778737022763,1.2150247217412181e-05,0
118,0.08587118972625052,0.2088179310162862,0.7773618476731436,0.6666122084572201,1.147433786121054e-05,0
119,0.08575854778898005,0.20635498676981245,0.7733537549064273,0.6615745027860006,1.081532713370801e-05,0
