modal,count,scale_mean,scale_std,scale_var,global_hfr_mean,global_hfr_std,global_hfr_var
NBI,2800,0.3772503062656948,0.22898520168432795,0.05243422259041235,0.0005671663442777194,0.0003865983735244546,1.4945830241175375e-07
WL,2800,0.31096845899309433,0.21708263673780936,0.0471248711730397,0.00014240616850857174,0.0001535297629786647,2.357138812028496e-08
