run_name,modal,pfesa_skip_mode,pfesa_base_ratio,best_epoch,base_lr,batch_size,max_epochs,img_size,seed,ce_weight,dice_weight,train_loss,train_dice,train_iou,train_boundary_iou,train_hd95,train_hd95_medpy,train_mae,val_loss,val_dice,val_iou,val_boundary_iou,val_hd95,val_hd95_medpy,val_mae,checkpoint
all_new_pfesa_x123_hd95medpy_bs16_lr001,ALL,x123,0.1,70,0.01,16,100,224,1234,0.4,0.6,0.07290334280194907,0.9001500581409173,0.826685663501258,0.36409585526958027,15.964027698630408,16.00337184842492,0.05020443884433039,0.09522182141479693,0.8815876591817052,0.7966148916615065,0.32992241459122035,20.611326384711877,20.605546036581746,0.0630479498628738,../outputs_new/B+PFESA/ALL/all_new_pfesa_x123_hd95medpy_bs16_lr001/checkpoints/best.pth
