epoch,lr,train_loss,train_dice,train_iou,train_boundary_iou,train_hd95,train_hd95_medpy,train_mae,val_loss,val_dice,val_iou,val_boundary_iou,val_hd95,val_hd95_medpy,val_mae,best_dice,is_best
23,0.01,0.11131949324546189,0.8549816405489215,0.7625093769486644,0.29590232792602295,24.234122904845105,24.24959954554243,0.07654088324037228,0.09731469155564482,0.8709739481556377,0.7820979295079179,0.3159228014989561,21.532850527503218,21.68662783180249,0.06521058018387178,0.8709739481556377,1
24,0.01,0.11021299933179698,0.8573760637038358,0.7655578833190264,0.2974756271265763,23.924870502846996,23.954814799220355,0.07571606027867629,0.09910050251705926,0.8670107933796486,0.777769183969258,0.31085705478257036,23.38388426352155,23.319613085873282,0.06852801215291958,0.8709739481556377,0
25,0.01,0.10731741583681312,0.8611273711963274,0.7706190549604709,0.30291596932160364,23.104445868570792,23.131806966136388,0.07337545225753525,0.1030763267626164,0.8595095365780046,0.7657324443258652,0.2998357805680854,22.082203745072164,22.17362552703611,0.06877874908968806,0.8709739481556377,0
26,0.01,0.10733340314493098,0.8609351404108503,0.7705207711869936,0.3011978939175798,23.161055429319436,23.169906643628305,0.07338270044269378,0.09923960636501852,0.8624519330945246,0.7718780631868295,0.30760083281134887,23.0700167486843,23.076279438063477,0.06818533194089225,0.8709739481556377,0
27,0.01,0.10731040570756485,0.8608162479719426,0.7700315701873159,0.3017682761714839,23.196206775304603,23.239689827558262,0.07345594476458339,0.0938844467222932,0.8711027484748042,0.7821608157834691,0.31876731797500496,20.99994651782105,21.06309500302023,0.06331651852096654,0.8711027484748042,1
28,0.01,0.10523167694115947,0.8625628855407941,0.7728554320590902,0.3042663909445105,22.77890678602166,22.81559692969665,0.07258036305876008,0.0933237066756376,0.8730663345101283,0.7852018177877486,0.3189557747705073,21.673598945210106,21.70619343358785,0.06258609360611812,0.8730663345101283,1
29,0.01,0.10376855608975065,0.8638732680973663,0.7746154455947951,0.3061566714548702,22.644615268789206,22.672900137433647,0.07133762536714444,0.09452096991210814,0.8729161637665033,0.7842595310937369,0.3218358800135439,21.055927813123226,21.160807898615747,0.06460477748361647,0.8730663345101283,0
30,0.01,0.10020531174437754,0.8687337087738164,0.7810347397963724,0.3112556060226006,21.586622070800978,21.602386164745354,0.06887112961465328,0.09651930581944192,0.8699042325473266,0.7802206522625967,0.3120679290485483,21.818035471581947,21.817320307514482,0.0660332712497532,0.8730663345101283,0
31,0.01,0.10238253623889439,0.8652682778942564,0.7764042915195912,0.30764932596644223,22.337501777101878,22.353625327601673,0.0706133429409639,0.09534269951374424,0.872076881050713,0.783211188131784,0.31941080686632267,21.25571215211471,21.305641183090557,0.06426637332607438,0.8730663345101283,0
32,0.01,0.1006498779330788,0.867819731075901,0.7800970488005917,0.3116637661700924,21.821784364026975,21.84144586361082,0.068932642662699,0.09668852473318817,0.8722614352839394,0.7838582750054074,0.32375341438375294,22.410618706737164,22.363349905193534,0.06663011788081392,0.8730663345101283,0
33,0.01,0.10027607607430425,0.8688730064678262,0.781629903800226,0.3139645683570929,21.687320587484667,21.71788817199696,0.06896995744751495,0.09714864897221206,0.8693233203786692,0.7796217183699304,0.31580388210828625,21.956468815679646,21.99362000867822,0.06659142792824399,0.8730663345101283,0
34,0.01,0.09913152343882568,0.8690407104584198,0.7818148713313128,0.31295228397996716,21.68112587841785,21.701670114091876,0.06798976010671548,0.10014599996057116,0.8700286016540263,0.7816280218530627,0.3130959672760274,22.635086260242748,22.57214297577449,0.06822478797886264,0.8730663345101283,0
35,0.01,0.09843437076578367,0.871885994854888,0.7855062292685292,0.3184185254352921,21.37235641443865,21.391128149743423,0.06732631956207304,0.09808990259764165,0.8683050415506778,0.7793865430519081,0.31994583091944373,22.515558111805458,22.538848350108008,0.06611387834597665,0.8730663345101283,0
36,0.01,0.09578974260788026,0.8733604894139424,0.7876504176129806,0.3192836161376113,20.78071145091714,20.8305706604153,0.06563827980375961,0.09434102554070323,0.876262796845166,0.790392731122552,0.32785624687514486,21.684598973472756,21.67724129230861,0.0644279101614648,0.876262796845166,1
37,0.01,0.09213990795201268,0.8787635126265355,0.794585203840928,0.32586169675993415,19.997949232156444,20.034205580181467,0.06301380560122699,0.09244427790767268,0.8771066988023899,0.7907797000853654,0.3293447673994674,20.701262868483603,20.722330071050017,0.06219032086405586,0.8771066988023899,1
38,0.01,0.09239161555687415,0.8767074517265003,0.7925107049266344,0.3253819136788812,20.5527548197011,20.587722680010444,0.063581817033239,0.09225337134923046,0.8785070427621606,0.7923934759431422,0.32496280620820583,20.689183138185744,20.66662533609725,0.0633551277086395,0.8785070427621606,1
39,0.01,0.09005570291252486,0.8800330168474858,0.796983265737238,0.32842514964866376,19.57891001070638,19.605666862517598,0.06204111961214322,0.09275050069156446,0.8759466620820936,0.7882568365354714,0.3239780444468316,20.885824302626823,20.91626545669549,0.06314057924102252,0.8785070427621606,0
40,0.01,0.08989794481674145,0.8803506341989223,0.7973171718027751,0.32836115530324544,19.647805097880276,19.686164087000186,0.06176502244262996,0.0937841242020912,0.8768348024049404,0.7901995414764643,0.3309165228995358,20.971249579442723,20.98836944486309,0.06236089465985082,0.8785070427621606,0
41,0.01,0.09276889963075519,0.8777588940864208,0.7938049431710916,0.32682178719134763,20.155649362102746,20.182682466473192,0.06356734209231067,0.09347290452192669,0.8738194514348364,0.7858371507010301,0.32342382151058024,20.93987853065347,20.9819791153787,0.06392934117070305,0.8785070427621606,0
42,0.01,0.08827122870896911,0.8823017870999825,0.8001794048033928,0.33191590856534703,19.25490776905872,19.262182076626058,0.06072055785299544,0.09274287223212632,0.8768638806169348,0.7904067917770544,0.3288130174371876,20.990455721464404,21.02586451599486,0.06276877064951639,0.8785070427621606,0
43,0.01,0.08847058031322627,0.8816172070692834,0.7990725038234816,0.33187799520381017,19.36675539251893,19.397498474473927,0.06113240011698759,0.09395862786996702,0.872419717815859,0.7854328361989202,0.3272038848781158,21.592062448210424,21.595124308392084,0.06337844640740499,0.8785070427621606,0
44,0.01,0.08896289112303278,0.8815523988054076,0.7987983347208734,0.33135945517019855,19.378698978424584,19.403888843499992,0.06130818224821645,0.09531590125338751,0.874964545651306,0.7879440061779064,0.3290538148451217,21.87875751792567,21.860862764763336,0.06426637345521526,0.8785070427621606,0
45,0.01,0.08586246319564766,0.8859290538979453,0.8047164385480128,0.33553851786660027,18.76273525996243,18.79992826451584,0.05910742675110543,0.09552040608667652,0.8696698587334416,0.7826018220584742,0.3257952592913159,21.720460633561476,21.769150123548442,0.06478636495784106,0.8785070427621606,0
46,0.01,0.08492689375797736,0.8856831115445193,0.8050784197245069,0.3383665118591322,18.94116413243478,18.968310673378152,0.05840434669159455,0.09420977617323639,0.8752610105545877,0.788764708997058,0.32456041660940516,21.6132850569589,21.598244157735017,0.0634451347604952,0.8785070427621606,0
47,0.01,0.08706485118781185,0.8832749088342664,0.8022195267851008,0.33598196641424505,18.877656803053625,18.906878096348173,0.05993592209879666,0.0959211606306103,0.873512112517287,0.7859107139392516,0.3202801134806467,21.679624872098156,21.690057852927183,0.06478814016895648,0.8785070427621606,0
48,0.01,0.08408620373891859,0.887363368250008,0.8074900223652027,0.34181325633293663,18.422445506819777,18.461684989132195,0.057758956789947316,0.09594429923817213,0.8746064357219843,0.7869761102898888,0.32739271281712923,21.589974576808814,21.60381857052413,0.06446006395646676,0.8785070427621606,0
49,0.01,0.08204281246610756,0.890679456416833,0.8121864049592576,0.34579808096414316,17.8435169432981,17.871462315956425,0.0565137708858072,0.11836455575367699,0.8524159908473097,0.7601235074363004,0.3047515771407592,25.67224648418027,25.67314220698805,0.07743185296040103,0.8785070427621606,0
50,0.01,0.08709357343292956,0.8832508468315997,0.8016726887206624,0.3338154714827925,19.033889582915922,19.066067532139158,0.06014210906850449,0.09260436126336395,0.8771268440098585,0.7898967780717668,0.32972991801791546,19.94204910811857,19.98302004822121,0.06239905976501825,0.8785070427621606,0
51,0.01,0.08063899606851668,0.8906101878945445,0.81271773769703,0.34729147246033504,17.720877487344648,17.75517739550669,0.055267784974885534,0.10069099883077598,0.8606483401670038,0.7673126825176096,0.31130443042341654,22.030181479543696,22.138624725943565,0.06647366471682875,0.8785070427621606,0
52,0.01,0.08068024318922183,0.8907470299883343,0.8126807590406137,0.3481706695905987,17.68836852845512,17.74148010673015,0.05546442044603815,0.11766661709619437,0.8569530558433545,0.7656994196200159,0.30858064161973087,24.507888839130235,24.525276763418695,0.07573224819427439,0.8785070427621606,0
53,0.01,0.08498284617310455,0.8859774326156907,0.8060033825843769,0.3418224058650676,18.73653110701163,18.772815624801055,0.05811093983181214,0.09378664026617521,0.8754794127632712,0.7878429927368241,0.3259022169696697,20.79502677940759,20.838008698992898,0.06321755525380796,0.8785070427621606,0
54,0.01,0.07955347446339397,0.8921965516377303,0.8148318243725122,0.3496903084063113,17.41961531305568,17.464327220006986,0.054429222752364226,0.09536181411400498,0.8771611691138831,0.7900823177413128,0.3282787975188147,21.170180240348657,21.18517932129009,0.06300010206177831,0.8785070427621606,0
55,0.01,0.07840486490649395,0.8933855136805398,0.8164950756526465,0.3520488204416605,17.07271895067925,17.10877154008895,0.05381154239092149,0.09166955990105988,0.8815267189683368,0.7966266922841522,0.3368947832800342,20.66365037605892,20.637520232871577,0.060897462787332865,0.8815267189683368,1
56,0.01,0.07995505447916944,0.8919301187509293,0.8145411470440639,0.34906907129225906,17.210088711660145,17.26115556924715,0.0550696891917549,0.09856037665837207,0.8722271657229551,0.7830782325982335,0.32241805189040784,21.328227909304314,21.356119502541386,0.06577942794592305,0.8815267189683368,0
57,0.01,0.07834487806620269,0.8936992736461784,0.8170338948382273,0.35297522325653596,17.174270557588947,17.202949997101285,0.05381976242950196,0.0942547321621223,0.8744324112328479,0.7867989224582282,0.32756209569242134,21.023132135271915,21.0288871772824,0.06338712016048913,0.8815267189683368,0
58,0.01,0.07669394810138078,0.8957196299973376,0.8197726803569314,0.35357229947861524,16.664712999984253,16.711185197954396,0.0529536409454083,0.10382711989918218,0.8699642041346329,0.7796514887152527,0.31589268893096795,22.317278526532768,22.307842055550793,0.06871770890825522,0.8815267189683368,0
59,0.01,0.08120266614674494,0.889556703925509,0.8112629951397983,0.3466355930023562,17.852418306853693,17.89889230596292,0.056254253362692845,0.09570847134961773,0.8767979317659008,0.7903666863990435,0.3327868554983979,21.211913420171452,21.204753103493534,0.0639456802524762,0.8815267189683368,0
60,0.01,0.07577946240981591,0.8967894143477433,0.8211293936448393,0.3570994491657748,16.473552114110724,16.536449460226713,0.05222609409937486,0.09386149121199543,0.8783893554198673,0.7934378943566516,0.33562443995650126,21.292714233417875,21.258502796988154,0.06256160499275425,0.8815267189683368,0
61,0.01,0.07555004787342302,0.8971856653140511,0.8216554535830117,0.3569182892990636,16.345420982398352,16.398524404426485,0.052222636481082156,0.09300972910424475,0.8786489897902275,0.7934562508396127,0.32888652694015036,21.306514323983123,21.25719963974146,0.06224454286968267,0.8815267189683368,0
62,0.01,0.07313092629393113,0.9005630963030307,0.8267549629016017,0.3619349179302477,15.820298457299314,15.844904223834654,0.050282740743631586,0.09097569643968513,0.8802190524641635,0.7947415780985743,0.3331112865571555,20.64787479953558,20.679360405510806,0.06138465468213716,0.8815267189683368,0
63,0.01,0.07366193702508664,0.8998998578731316,0.8257385902546518,0.360100671232568,15.870093655332747,15.900769992523943,0.050831745752255866,0.10281158151172916,0.87302082898741,0.7860623258384292,0.32526128281740363,22.0171108213229,22.031958116617062,0.0669814319291382,0.8815267189683368,0
64,0.01,0.07524647273059035,0.8973441403317313,0.8222537922268877,0.35816939868391406,16.48261259486934,16.528535500613085,0.05189950668343578,0.09714884838835913,0.8732663058125217,0.7849664263250562,0.3223153182983441,21.539466387285163,21.600038229557576,0.06402798188164045,0.8815267189683368,0
65,0.01,0.07306076830317235,0.9007109790174184,0.8274601981915817,0.3650598901461321,15.706596334015632,15.770471149192668,0.05020452469812128,0.09669385524655161,0.8725511896765762,0.7847579431866266,0.32480814898865173,21.88596592272755,21.89111418311285,0.06484861534488527,0.8815267189683368,0
66,0.01,0.08027822818157487,0.8915827746367582,0.8144655547670301,0.35286201942954115,17.57479385180044,17.606622169641074,0.055125355299643505,0.0970643008889457,0.8754873742918934,0.788038589476564,0.32652711043265453,20.81423626217779,20.87568244341209,0.0630951922269998,0.8815267189683368,0
67,0.01,0.07684548709798476,0.8964807267828053,0.82117888439151,0.3590657666608884,16.647266486755715,16.69199140453359,0.05284066041054632,0.09583397966768095,0.8785190848555039,0.7915581908063687,0.3325142709670303,20.721638385452774,20.7346070255008,0.06171591791158414,0.8815267189683368,0
68,0.01,0.07443852250560604,0.8983672794936239,0.8242756867109742,0.36195312697765325,16.204671194748485,16.232595568858518,0.05112625862891256,0.10102168443473244,0.8760587527836805,0.7900670987843995,0.33280471150946095,21.990130354973406,21.97403175211333,0.06518024164120015,0.8815267189683368,0
69,0.01,0.07163434220349481,0.9015966158111858,0.8286736857538594,0.36664117874263963,15.664129089623755,15.702839426301336,0.0494456281361134,0.09251760290219234,0.8802746942701447,0.795207988565496,0.3350164789885311,20.848339609027228,20.85457800305377,0.06182153795012518,0.8815267189683368,0
70,0.01,0.07290334280194907,0.9001500581409173,0.826685663501258,0.36409585526958027,15.964027698630408,16.00337184842492,0.05020443884433039,0.09522182141479693,0.8815876591817052,0.7966148916615065,0.32992241459122035,20.611326384711877,20.605546036581746,0.0630479498628738,0.8815876591817052,1
71,0.01,0.06998199561675048,0.9046577900512512,0.8329333614234053,0.37176121419279856,15.075273674144887,15.111520810839435,0.04816672468097812,0.09894945819368246,0.8698147060816807,0.7798108850173125,0.3184317905286549,21.208106219884968,21.246921090232416,0.06401591910509324,0.8815876591817052,0
72,0.01,0.07140435906255553,0.9024413952041689,0.8300219280097155,0.37014545020175876,15.320102067604232,15.357871022414598,0.04927934916479993,0.09772894965854251,0.8773696447684488,0.790093749047774,0.32556073866979124,21.34016313583636,21.35574070912939,0.06402241429860746,0.8815876591817052,0
73,0.01,0.07197366291978236,0.9027647813319547,0.830463418997702,0.3694410489905561,15.550431341024678,15.575324652405314,0.049520757013569575,0.09922957709926343,0.8764752207439328,0.7898944295120103,0.3299981868376214,21.369256217432202,21.32747102005797,0.06483146945685751,0.8815876591817052,0
74,0.01,0.07159991899569487,0.9008839635980095,0.8282859794419235,0.36712415084986283,15.72841079516664,15.785386685546104,0.04933360327194005,0.10186955187967432,0.8728430141214314,0.7866172257381226,0.3305650498942497,22.708572535433994,22.6229642505731,0.06766441241019831,0.8815876591817052,0
75,0.01,0.07094218692710173,0.9026808379871911,0.8303201607849526,0.36986606742335926,15.406778750464206,15.433354232232755,0.04890886986749106,0.09924184636548464,0.8765362082443148,0.7903863546443631,0.3308511861768688,21.792811790274197,21.801044588074873,0.06480669816164111,0.8815876591817052,0
76,0.01,0.07661934251543777,0.8976768219814429,0.8231026746182384,0.36183159937949644,16.46881533954545,16.50406125850474,0.05254862258278018,0.09834590430563761,0.8710674394619191,0.7834629833581466,0.32692800053377996,22.56696310833351,22.574383933103434,0.06608991416525624,0.8815876591817052,0
77,0.01,0.07466717220136318,0.8984201875261791,0.8242963518443538,0.36267213857929287,16.251507820572737,16.27744757587693,0.051443627481007594,0.1003843597192996,0.8733457901349851,0.7871607671640775,0.33667135157286243,22.35482095502908,22.278353262061252,0.06437937666375476,0.8815876591817052,0
78,0.01,0.07103378322489302,0.9032908431560314,0.8312032011086278,0.37000809241093324,15.374828098767537,15.420551423688709,0.049096281273360264,0.09737156874496444,0.8762785407887482,0.7897768409712091,0.3310642567897018,20.58422040586065,20.59282357410465,0.06406655035034456,0.8815876591817052,0
79,0.01,0.07022147779834681,0.9037163188417395,0.8319993220951436,0.3728035401453649,15.39423198906344,15.458026827157997,0.04822732496139561,0.093876388753474,0.8791340389821459,0.7932432455424756,0.3336499793416054,20.03557762608209,20.063266250352232,0.06144448467021288,0.8815876591817052,0
80,0.01,0.06808927197587387,0.9064479751420769,0.8361469005076851,0.37829486077904473,14.91652259190352,14.965690882390595,0.04691556300468651,0.0984532160133968,0.8740948437286902,0.787776112833962,0.3320386695270359,20.82692771503253,20.82672979492026,0.06325902857229505,0.8815876591817052,0
81,0.01,0.0677548289170553,0.9071731534352807,0.837020086172488,0.3768540032880652,14.360961706553852,14.38497867737457,0.04667125055920192,0.09553343540261149,0.8810444208195075,0.7972161682695683,0.3386371163046909,20.68654564310064,20.657284186452976,0.061839531240833974,0.8815876591817052,0
82,0.01,0.0697412858235425,0.9044477390085173,0.833219492858075,0.37617920359889445,15.274213274624058,15.318714123760131,0.04791047152578138,0.09858749393630124,0.8768096775257794,0.7916228548033342,0.33617600867728537,20.86348783609302,20.80485370747969,0.06327786903473952,0.8815876591817052,0
83,0.01,0.07064649412922304,0.9029057829468993,0.8310076213490949,0.37113688057350336,15.349840427895938,15.407689762651284,0.048538100641084825,0.09687708420792089,0.8763853094424094,0.7896998822254762,0.33409473289035946,21.14935585122737,21.140423716752604,0.06397121808555746,0.8815876591817052,0
84,0.01,0.06711030006408691,0.9077465624638537,0.8379950705453144,0.37817715158478343,14.459935015561989,14.503811185064674,0.04619261211481553,0.09655844625311824,0.8783471081744363,0.7925138006943006,0.3337157231106703,21.22156899032407,21.193795606911443,0.06282000710550499,0.8815876591817052,0
85,0.01,0.0686457499958061,0.9058742408631532,0.8352060314520376,0.3765767093088754,14.85727956803913,14.908628185312597,0.04741804535673321,0.10068625821034435,0.8771467545685491,0.7910431736102124,0.33098079304625533,21.144643236061473,21.162557706725682,0.06396625571137649,0.8815876591817052,0
86,0.01,0.06599412177657259,0.9091546079165659,0.8402371711277766,0.38247961060020663,14.111488841906434,14.158198787907303,0.045474702750652796,0.1001726986184294,0.8764421924619575,0.7911281862098154,0.33623548972462713,21.85429962340747,21.787079224296217,0.06420589812752237,0.8815876591817052,0
87,0.01,0.06672599791260116,0.9096183482713751,0.8407800157987885,0.38288569671052164,14.372442073763347,14.419445521506006,0.04579337624297829,0.09549158075560442,0.8764120778021891,0.7904704125500569,0.33286849030138577,21.143170191105803,21.123555120072897,0.06344832184060896,0.8815876591817052,0
88,0.01,0.06799201490678664,0.9073481849576377,0.8375230460996989,0.37867065268515826,14.673030314260162,14.695356313662387,0.046823924410185506,0.09807299517909525,0.8795576860895891,0.7931367410377897,0.3305013649202753,20.905424867138326,20.924864241180405,0.06262074923425581,0.8815876591817052,0
89,0.01,0.06495101075491001,0.9101935468182599,0.8421241675624963,0.3861993889633582,14.13510182764418,14.18628188965888,0.044932543312950594,0.09769191297321667,0.8789339711399069,0.7940206653496689,0.33754779554196984,20.860022708492558,20.856191809737314,0.06299247707406187,0.8815876591817052,0
90,0.01,0.06821677470900889,0.906552884055396,0.8362502299113521,0.3771625293515034,14.65710442710097,14.692694249652853,0.04707187699926275,0.09922469645617944,0.8771451687431372,0.7918787136741237,0.3325263693713945,21.417467381862476,21.33386815208392,0.06509217117189124,0.8815876591817052,0
91,0.01,0.06826653883888803,0.9066546188328019,0.8364121635316295,0.37803379815281346,14.95812524584995,15.022143855651105,0.04708574529160677,0.09968791666783784,0.8711848920564232,0.7816398006716331,0.3217035360473251,21.28137096043434,21.27150816893547,0.06501265349967579,0.8815876591817052,0
92,0.01,0.06433914431595597,0.911703209585071,0.8436415632657608,0.3857814103232357,13.634765187634265,13.681979155806347,0.044354030074200954,0.09805311006211076,0.877900741985711,0.7906432389059549,0.33001205972028874,20.339281109501133,20.34730787198712,0.06294527482656151,0.8815876591817052,0
93,0.01,0.06352433507683976,0.9127948842778872,0.8455898209829651,0.3906102462356015,13.401608275232242,13.45550471216099,0.043811913526199,0.09696931829336684,0.879408954317429,0.7938268525501776,0.3343703229223332,20.948384472976414,20.898267795311135,0.06274827594514408,0.8815876591817052,0
94,0.01,0.06515896969057362,0.9094526863374408,0.8411268963336501,0.38466981149040935,14.018912712876986,14.063881569012919,0.044811321290110534,0.0986723922766172,0.8748711284876238,0.7864449370562062,0.3261724013260597,21.17181222904423,21.16076257448994,0.06344364194278625,0.8815876591817052,0
95,0.01,0.06429013197213926,0.9116741283236834,0.8438683904754312,0.3864644255261628,13.704956886120646,13.73944930587791,0.044568334977219785,0.09903347817992392,0.8792856010633453,0.7941648062710751,0.33745682055858073,21.251555107410418,21.235375488115626,0.06377583288074837,0.8815876591817052,0
96,0.01,0.06515415203918157,0.9104705061932562,0.8421229422790372,0.3856098297430188,14.083663866616195,14.126340946087298,0.045036332080191394,0.102044610449901,0.8765862932014851,0.7907060706901817,0.33074059337185674,21.202700173598707,21.214079787357353,0.06477038865826029,0.8815876591817052,0
97,0.01,0.06373607017228315,0.9118806922496796,0.8443235501800457,0.3887154279329652,13.677466228147182,13.71797297399916,0.04413493057811514,0.09797303040741909,0.8797284441201411,0.7938733057781121,0.3366622248097404,21.372323543304226,21.353768596527615,0.06348269463418738,0.8815876591817052,0
98,0.01,0.062054922178002264,0.9145006408177293,0.8482652639414283,0.39493832612641583,13.291072468206568,13.337852899772773,0.042903296127468786,0.09940475038429986,0.8737325525353985,0.7853411551973215,0.3283136953274521,21.716816902080623,21.731572189725,0.06382509284211617,0.8815876591817052,0
