run_name,modal,pfesa_skip_mode,pfesa_base_ratio,best_epoch,base_lr,batch_size,max_epochs,img_size,seed,ce_weight,dice_weight,train_loss,train_dice,train_iou,train_boundary_iou,train_hd95,train_mae,val_loss,val_dice,val_iou,val_boundary_iou,val_hd95,val_mae,checkpoint
all_new_pfesa_x3_bs16_lr001,ALL,x3,0.1,63,0.01,16,100,224,1234,0.4,0.6,0.07550151233464994,0.8973520398593858,0.8222473113358327,0.3567112310638574,16.534682152581993,0.051958372681963676,0.09246447133390527,0.8828248307891328,0.7978711911322067,0.3336212240743838,20.143430773037426,0.061558455967830744,../outputs_new/B+PFESA/ALL/all_new_pfesa_x3_bs16_lr001/checkpoints/best.pth
