run_name,modal,best_epoch,base_lr,batch_size,max_epochs,img_size,seed,ce_weight,dice_weight,train_loss,train_dice,train_iou,train_boundary_iou,train_hd95,train_hd95_medpy,train_mae,val_loss,val_dice,val_iou,val_boundary_iou,val_hd95,val_hd95_medpy,val_mae,checkpoint
all_new_hd95medpy_bs16_lr001,ALL,62,0.01,16,100,224,1234,0.4,0.6,0.07386198413461961,0.8990687291697916,0.8250410106155597,0.36233879311040057,16.33936632930537,16.373569907822898,0.05084069055763017,0.08916397944756364,0.8859535634174589,0.8025958700054389,0.33872345473156407,19.367641523285968,19.337242295943156,0.05981205274475369,../outputs_new/B/ALL/all_new_hd95medpy_bs16_lr001/checkpoints/best.pth
