model,modal,frequency_metric,frequency_group,n,frequency_mean,frequency_min,frequency_max,Dice_mean,Dice_std,IoU_mean,IoU_std,Boundary_IoU_mean,Boundary_IoU_std,HD95_mean,HD95_std,MAE_mean,MAE_std
swin_unet,WL,boundary_freq_gap,mid,140,0.0001472939898516586,8.507596879074982e-05,0.0002430232370848,0.7901839294371019,0.1471451325434835,0.6744232525796284,0.17848075276875178,0.18668767602280914,0.11296495505016393,36.05910587556492,24.684045712433964,0.1085691223852336,0.08439742092281258
swin_unet,WL,boundary_freq_gap,high,140,0.0005234370474232472,0.0002434641502695,0.0020591837383734,0.8382447408880308,0.1382807049489774,0.7420473965741637,0.1764558245776723,0.24932427540582322,0.1476598902481895,35.44403561260496,25.87623859037429,0.11870729289948935,0.11002974308630119
swin_unet,NBI,scale,low,140,0.1358872549874442,0.0240020751953125,0.2228546142578125,0.7493454915741119,0.16829554901671187,0.6241851446373723,0.18988417828300916,0.1729158187694318,0.11113754639656578,32.85776931382406,27.048456355731098,0.08345139440415157,0.09689611095862936
swin_unet,NBI,scale,mid,140,0.33434175763811386,0.2239837646484375,0.4582672119140625,0.806601171070462,0.13659623367812726,0.6949679552652213,0.17038084946378154,0.18370644135020428,0.12119398651643006,39.09479625150809,25.661518903431116,0.13202213936352303,0.10005671287949565
swin_unet,NBI,scale,high,140,0.6640621730259486,0.4597015380859375,0.95233154296875,0.8921880177529334,0.08624192009564045,0.8155014054348844,0.13179984764113306,0.2912654313207352,0.18589001651734743,32.94698572304772,22.931117598453834,0.12910241683545917,0.09929766093754988
swin_unet,NBI,global_hfr,low,140,0.00022450667541446792,4.037960570228595e-05,0.0003517036818115,0.8196960822101023,0.14724617300740267,0.7170096800717813,0.18482298309403594,0.22540715739532985,0.1787452153308302,36.06162791476118,25.97103809612887,0.12516840693008682,0.1106058494446497
swin_unet,NBI,global_hfr,mid,140,0.0004915639441224393,0.0003545902542211,0.0006503298888538,0.8261581254954371,0.1444432146664227,0.7260506102258072,0.1846477035909519,0.2249221812103313,0.1547159159965181,34.711109527840854,27.060442491719158,0.11360909672054857,0.10184922256957961
swin_unet,NBI,global_hfr,high,140,0.0010147147373321941,0.0006506058853279,0.0022380101703795,0.802280472691968,0.14824701956120273,0.6915942150398893,0.1800214715419748,0.1975583528347101,0.11756502505442598,34.12681384577784,23.086240788724307,0.10579844695249833,0.08919957785345899
swin_unet,NBI,boundary_hfr,low,140,0.0003830698562258098,4.139722322038068e-05,0.0005539133207359,0.8027031034523459,0.14407093532405418,0.6913084889469098,0.17750938259214627,0.19525089902969048,0.14576932789400734,36.12635507796453,23.50758011897113,0.12328646016041078,0.10360274676445402
swin_unet,NBI,boundary_hfr,mid,140,0.0006923823376860372,0.000554330353212,0.0008743432773836,0.8363326496230562,0.14143792003632155,0.7404876381087453,0.18318203702651883,0.24824231224333673,0.1741215320765683,33.98237289775052,28.148202484211453,0.10915990051414282,0.10113580699055787
