image,modal,model,frequency_metric,frequency_group,scale,global_hfr,boundary_hfr,boundary_freq_std,boundary_freq_gap,Dice,IoU,Boundary_IoU,HD95,MAE
gas_9039a84094e63ae4,NBI,swin_unet,boundary_freq_gap,high,0.732086181640625,0.0002553413070418,0.0005393021942831,0.0004991909958808,0.0006850629932068,0.9845957400565094,0.969658862876254,0.5679434008294706,5.656854249492381,0.0226004458963871
gas_9095fa0a7544fd2,NBI,swin_unet,boundary_freq_gap,mid,0.2423248291015625,0.0009685315577578,0.0007923292365878,0.0002379509791521,0.0001845081992666,0.5936812868880916,0.4221527320605661,0.0074688796680497,37.0,0.1399473845958709
gas_90ba1cff2d35a071,NBI,swin_unet,boundary_freq_gap,mid,0.3334503173828125,0.0005195567028687,0.0012585987458772,0.0010289631910763,0.0003257240084641,0.6683871961788838,0.5019380966155627,0.0737856118056978,69.41865666929033,0.171576052904129
gas_90cdcb83838f6bec,NBI,swin_unet,boundary_freq_gap,high,0.3567657470703125,0.0007040113499059,0.0006299149782714,0.0005269339103711,0.0007154642293255,0.8689912826899129,0.7683329663069809,0.0988563675130839,18.520082076162023,0.0838647931814193
gas_9139148144704574,NBI,swin_unet,boundary_freq_gap,high,0.1732330322265625,0.0010024736887143,0.0010901327373463,0.0004082936469722,0.0004098519479445,0.787707182320442,0.6497664350005696,0.1944632005401755,27.45175744209212,0.0612643510103225
gas_91cc5d9ad0cdeb94,NBI,swin_unet,boundary_freq_gap,high,0.571533203125,0.0007996748544625,0.001940071413785,0.0015914520722294,0.0006530214966125,0.8279101705760257,0.7063538559863656,0.3288416367907034,48.35078000144393,0.2197664231061935
gas_926378068667aca5,NBI,swin_unet,boundary_freq_gap,mid,0.8364410400390625,0.0003773774790657,0.0005979406466765,0.0004185108454555,0.0003076176525079,0.9816500435750944,0.9639613939999048,0.4956741928676936,7.0,0.0302136484533548
gas_95b8d460a2d45039,NBI,swin_unet,boundary_freq_gap,high,0.48095703125,0.0010485272405975,0.0013924322704062,0.0010528267097117,0.0004708647451917,0.835270781437402,0.7171373123688067,0.0768582504635091,29.14187810921711,0.1423389613628387
gas_961129dd0492ca02,NBI,swin_unet,boundary_freq_gap,low,0.2531585693359375,0.000253042023536,0.0004145793061235,0.0002931540561069,0.000113178526259,0.6101307189542484,0.4389842464142958,0.2123015873015873,64.66065264130884,0.142657846212387
gas_9708ea8244c635a,NBI,swin_unet,boundary_freq_gap,mid,0.1358184814453125,0.0006054475736629,0.0006901539255365,0.0004182646493835,0.0003168153046568,0.5935424069210566,0.42201230228471,0.0573248407643312,92.46566800979862,0.104870855808258
gas_97fd52f534927291,NBI,swin_unet,boundary_freq_gap,high,0.1351776123046875,0.0003011744437323,0.0006645804714666,0.0006009089412394,0.000449772060133,0.8026219956300072,0.670316301703163,0.2844444444444444,33.015148038438355,0.0648118630051612
gas_99d159a0c7d5ff8e,NBI,swin_unet,boundary_freq_gap,low,0.397979736328125,0.000621124711526,0.0007464056800926,0.0003949473473203,0.0001591926632787,0.738228494950724,0.5850730437298105,0.0897787529712927,71.83547325862075,0.1715162694454193
gas_9a2be4e675720b86,NBI,swin_unet,boundary_freq_gap,mid,0.259033203125,0.0005700583132297,0.0009960948300063,0.0010679140090154,0.0003917411091347,0.8748421781452368,0.777528415260986,0.1435084672166739,14.866068747318506,0.0612444207072258
gas_9b7f1979c0e96002,NBI,swin_unet,boundary_freq_gap,mid,0.3735198974609375,0.0006291988013654,0.0012740654195206,0.0017057724004389,0.000264819280632,0.7786924079118797,0.6375890995490472,0.1035159443990188,74.86111764226855,0.1489556729793548
gas_9d2fea0944ac75be,NBI,swin_unet,boundary_freq_gap,mid,0.5087738037109375,0.0007310897047793,0.0006374106656164,0.0002985739020425,0.0002210617034216,0.818927473949308,0.6933761101764545,0.1652831580889134,42.8641902739647,0.1561902165412902
gas_9dd840c7d03fc13e,NBI,swin_unet,boundary_freq_gap,high,0.8987884521484375,0.0003378421139225,0.0006535792102434,0.0004577093598125,0.0011485297642036,0.730835734870317,0.5758401453224341,0.0391479562464018,43.0,0.3815967738628387
gas_9e553e2c66f297f6,NBI,swin_unet,boundary_freq_gap,low,0.1080322265625,0.0001488806882075,0.0003249772149926,0.0001123894447196,5.473716458732496e-05,0.7891748396135978,0.6517661388550549,0.162487788993813,37.10795063055895,0.0569794327020645
gas_9e7dae19e9032055,NBI,swin_unet,boundary_freq_gap,low,0.6578826904296875,0.0003720549707361,0.0004577041051217,0.0003320599697645,4.451957885208147e-05,0.9810079033566728,0.9627237606535138,0.5361719718892104,4.47213595499958,0.0251913256943225
gas_9e81b8c9acc40bf2,NBI,swin_unet,boundary_freq_gap,high,0.137054443359375,0.000929741842582,0.0010490928907732,0.0004007023938825,0.0004220983564692,0.9096956829440904,0.834350253148124,0.2905674015178894,13.341664064126334,0.0254304856061935
gas_9fcfa0439f89b9b0,NBI,swin_unet,boundary_freq_gap,low,0.28363037109375,0.0002359065867686,0.0002254847203655,0.0001007367183356,3.615376596032851e-05,0.7744316253817441,0.6318958953415934,0.1092086996760759,45.70010320154403,0.1059869229793548
gas_a1addaa5383e8bc2,NBI,swin_unet,boundary_freq_gap,high,0.9002685546875,0.0003322412836517,0.0006456296604445,0.0005429785082566,0.0005172593042923,0.977872757223632,0.956703545605018,0.4936342592592592,11.0,0.0396205373108387
gas_a1b3c5fce05ae64b,NBI,swin_unet,boundary_freq_gap,low,0.13946533203125,0.0005617859323609,0.000296525231871,9.86471651287692e-05,9.825740370510128e-05,0.7090939729259114,0.5492994517448437,0.0938323668950975,62.99204949972106,0.103216677904129
gas_a225fb2d680870eb,NBI,swin_unet,boundary_freq_gap,mid,0.2080230712890625,0.0007255848224278,0.0008166435837558,0.0005285997722252,0.0002971489190286,0.793575252825699,0.6577909270216963,0.2498616491422247,87.15361847537781,0.0760722234845161
gas_a318423c73410537,NBI,swin_unet,boundary_freq_gap,mid,0.3396759033203125,0.0002445848610912,0.0005922915091467,0.0004947537509384,0.0003512764685321,0.8658062408103251,0.7633671352846277,0.2451690821256038,36.069377593742864,0.0818518847227096
gas_a32d2d802170d09f,NBI,swin_unet,boundary_freq_gap,mid,0.17852783203125,0.0020758167328271,0.0019658117717889,0.0007778438637231,0.0002428279691027,0.9063282296093612,0.8287022250612158,0.2852137351086194,15.0,0.0320671238005161
gas_a3b11f41a1a994be,NBI,swin_unet,boundary_freq_gap,mid,0.626922607421875,0.000286543701094,0.0004508208313087,0.000351704808953,0.0002602250089902,0.8620599659179883,0.7575618574782116,0.0619584055459272,25.791233411588145,0.1790696680545807
gas_a45830f6f065a1ea,NBI,swin_unet,boundary_freq_gap,mid,0.6101531982421875,0.0006098600443819,0.0008092841016291,0.0003623292653724,0.0001902788633736,0.91927761953821,0.8506140301687882,0.3761742100768573,36.12755138893857,0.1061862260103225
gas_a4ecd4800b5973d3,NBI,swin_unet,boundary_freq_gap,high,0.2780609130859375,0.0010560680704001,0.0011740026869472,0.0006695064230739,0.0005100473927537,0.7674582233948989,0.6226630512344798,0.15236648949633,46.66880652066527,0.1053890287876129
gas_a57d5991dae795de,NBI,swin_unet,boundary_freq_gap,low,0.4095458984375,0.0001882911212962,0.0004227924491336,0.0003159635776585,0.0001533637993118,0.8913929513306161,0.8040657439446367,0.1492792109256449,32.92903679018713,0.099310427904129
gas_a591b1bb4ef6e28f,NBI,swin_unet,boundary_freq_gap,high,0.37158203125,0.0003545902542211,0.0003981505482047,0.0002501621907844,0.0004215177473673,0.7539597451198543,0.6050845806682035,0.0871193616674808,46.99201374583566,0.2424067258834839
gas_a639e8fa15e06f79,NBI,swin_unet,boundary_freq_gap,mid,0.637054443359375,0.0008283851863969,0.0007205392476165,0.0003672642231685,0.0003676044609587,0.9087331117395115,0.8327322321563874,0.2905486241668091,36.069377593742864,0.1099928244948387
gas_aa3a46158b3c9006,NBI,swin_unet,boundary_freq_gap,mid,0.3642120361328125,0.0001992245720685,0.0003325564061838,0.0003101025242978,0.0001964807996939,0.7796154420708935,0.6388276850977512,0.1314962086184575,63.82982736006299,0.2058155238628387
gas_ab6e7663b8eccc33,NBI,swin_unet,boundary_freq_gap,mid,0.4918365478515625,0.0003589413345539,0.0005399441812299,0.000469992067294,0.0001765423266596,0.7549018088255809,0.6062990165567036,0.0483532934131736,41.72529209005013,0.3151506781578064
gas_ac2ec86224241a0,NBI,swin_unet,boundary_freq_gap,high,0.2631683349609375,0.00058436063658,0.0007874643353534,0.000445306355997,0.0008253687025624,0.6573468924272629,0.489588031874906,0.147053457398285,139.9360540579865,0.2706273794174194
gas_ad8ff034c42ee285,NBI,swin_unet,boundary_freq_gap,low,0.36651611328125,0.0001942475675632,0.0003025400334605,0.0002349517833952,0.000145786454956,0.7111222949169602,0.5517376024990238,0.1016104931097459,74.62573282722254,0.2974330484867096
gas_adab6609aa0086f3,NBI,swin_unet,boundary_freq_gap,high,0.3237762451171875,0.0006457960584851,0.0008684894653016,0.0003723013775588,0.0004786976181131,0.9040795249160856,0.8249499352102722,0.2332138590203106,19.2548400252105,0.0592315047979354
gas_adabb41367f870fe,NBI,swin_unet,boundary_freq_gap,low,0.166595458984375,0.0013313970514104,0.0019338919716799,0.0002380990050961,0.0001650240438882,0.6819365337672905,0.5173776159022162,0.0731148292459317,47.74717164095316,0.1558115482330322
gas_adbee37f0cbfc251,NBI,swin_unet,boundary_freq_gap,mid,0.1212310791015625,0.0008021851134773,0.0009638987312139,0.000527413365571,0.0003080399884747,0.8827292110874201,0.7900763358778626,0.2898019075568598,19.444610615412067,0.0306919645518064
gas_aeb2dd9c28f939e4,NBI,swin_unet,boundary_freq_gap,low,0.6201324462890625,0.0001992819385298,0.0002390340334284,0.0001513395407426,4.760487650468093e-05,0.9157015054963796,0.8445105385077358,0.1599167600448215,28.635642126552707,0.1083585768938064
gas_af171fc5e861549f,NBI,swin_unet,boundary_freq_gap,high,0.038970947265625,0.0012601052058224,0.0012868321282667,0.0006077271401111,0.0004206174069071,0.6480659480025365,0.4793621013133208,0.1757021554539516,22.52652923454808,0.0221221297979354
gas_af1a47323452e495,NBI,swin_unet,boundary_freq_gap,mid,0.2172698974609375,0.0011859619265646,0.0016710271903785,0.0004997644876252,0.0002775495853077,0.752617347292519,0.6033572341726419,0.0887728459530026,35.830149026696425,0.1422193944454193
gas_b0ed499dbf9b922a,NBI,swin_unet,boundary_freq_gap,low,0.12689208984375,0.0001505226277862,0.000234574923311,0.0002149456751448,0.0001436580158588,0.8179210490370168,0.691934365611278,0.2820760799484204,36.12478373637688,0.0531329736113548
gas_b0f0817af1e62c10,NBI,swin_unet,boundary_freq_gap,high,0.9366607666015624,0.000319960183383,0.000775967288527,0.0008308051687682,0.0013572086499712,0.969854946013742,0.9414741567323776,0.4127306273062731,13.41640786499874,0.0550860986113548
gas_b1c80f640e65fd80,NBI,swin_unet,boundary_freq_gap,high,0.2649078369140625,0.0014117650923219,0.0011498558564899,0.0005462005490514,0.0010945672883027,0.6837035580892471,0.5194145758661888,0.1461090524086818,46.22931953952728,0.1282684952020645
gas_b247cd6c37d7431a,NBI,swin_unet,boundary_freq_gap,mid,0.5516357421875,0.0003422809057088,0.0008034301124276,0.0004137876106068,0.0001884239348601,0.9382867347117422,0.8837477738935426,0.3911833939653327,26.43101637483188,0.0702527090907096
gas_b2c81bd5a9bcb333,NBI,swin_unet,boundary_freq_gap,low,0.082122802734375,0.0002616113169908,0.0005379191010724,0.0004703144472862,0.0001652943170303,0.4065480287090748,0.2551366693404084,0.0,68.41855087297535,0.2405931055545807
gas_b36f0eb24e2379de,NBI,swin_unet,boundary_freq_gap,high,0.090240478515625,0.0007176469752993,0.0007415805157121,0.0002889153262683,0.0007136492860079,0.9466232160916958,0.8986558566247066,0.4769316286826014,5.0,0.0094666769728064
gas_b38606820618104d,NBI,swin_unet,boundary_freq_gap,low,0.1110382080078125,0.0004705421218913,0.0005042093713881,0.0003489283112792,0.0001690943368449,0.863030303030303,0.7590618336886994,0.2462006079027355,12.083045973594572,0.0270248726010322
gas_b3d2a96ff49f00c2,NBI,swin_unet,boundary_freq_gap,high,0.3848114013671875,0.0006743669848699,0.0014485225712223,0.0008367162188647,0.0004392056086019,0.9408886433588508,0.8883755588673622,0.3271028037383177,16.714653581674607,0.0447823666036129
gas_b493971ce67e37d3,NBI,swin_unet,boundary_freq_gap,low,0.385284423828125,0.0002896979867484,0.0002779623559356,0.0001890518430623,6.282567177233082e-05,0.8744581187629106,0.7769218838856434,0.0803165182987141,22.59583183261805,0.0859972909092903
gas_b5a4da474933eb10,NBI,swin_unet,boundary_freq_gap,high,0.263946533203125,0.0006097700082221,0.000734294831677,0.0006097926421991,0.0004751233453154,0.928313687755593,0.8662177328843995,0.2559618441971383,11.065607847734013,0.0356345660984516
gas_b5a87023df3cb50b,NBI,swin_unet,boundary_freq_gap,mid,0.3117218017578125,0.0002222445831665,0.0002587525952156,0.0001080326854478,0.0002015795567908,0.8944576061930661,0.8090667632500301,0.1912350597609561,15.811388300841896,0.0630381032824516
gas_b6771af517066173,NBI,swin_unet,boundary_freq_gap,high,0.1726226806640625,0.0021029673705386,0.0018122121157438,0.0006860869223133,0.0018869286062021,0.8336044771263096,0.7146842222718143,0.0856304985337243,21.06297092908383,0.0509606190025806
gas_b856c8afa6c71b8,NBI,swin_unet,boundary_freq_gap,low,0.04583740234375,0.0003302227772434,0.0004625797150612,0.0002865249070901,7.585018044705723e-05,0.8871523787635026,0.7971912432878976,0.4199438202247191,10.139259822270176,0.0097855553030967
gas_b8738c3243a1db79,NBI,swin_unet,boundary_freq_gap,low,0.210968017578125,0.0004820277209055,0.0007345105941363,0.0004479996959759,0.0001313945227025,0.8272960294046525,0.7054602441438469,0.1205264373123989,20.5182845286832,0.0711694806814193
gas_b89ce8e5f518836a,NBI,swin_unet,boundary_freq_gap,mid,0.7630157470703125,0.0010858046084947,0.0011252433792721,0.0006166989703393,0.0002652883194497,0.9727823633894056,0.9470070691145808,0.4057339865723099,8.602325267042627,0.0415338017046451
gas_b911b4acda84351e,NBI,swin_unet,boundary_freq_gap,high,0.19952392578125,0.0003991063133869,0.0005915306576595,0.0002905462704914,0.0006093209353117,0.864188984554147,0.7608563157092793,0.148043375766148,16.25415536116046,0.0625597909092903
gas_b964aea372dee549,NBI,swin_unet,boundary_freq_gap,mid,0.2228546142578125,0.0010470250603933,0.0013418855346143,0.000506149900534,0.0003828127498333,0.6978230227094754,0.5358895410372366,0.0452536680219197,57.02455465782084,0.1922632306814193
gas_b981766aec757859,NBI,swin_unet,boundary_freq_gap,mid,0.3323974609375,0.0002371687212584,0.0004623604686676,0.0002745750074323,0.0003258317627842,0.9007066927964843,0.8193506563664847,0.1732591676967449,16.01492097808277,0.0666454061865806
gas_b9964a82b5f47a0e,NBI,swin_unet,boundary_freq_gap,low,0.084503173828125,0.0002581533349887,0.0003603931226601,0.0001881264402998,0.000168882932018,0.8742190262878698,0.7765445026178011,0.2014134275618374,8.54400374531753,0.0212651472538709
gas_ba1f7f0cb085763c,NBI,swin_unet,boundary_freq_gap,low,0.5636444091796875,0.000368317641319,0.0004183288737297,0.000294579751719,0.0001233896894839,0.905904395549734,0.8279938168702452,0.2014596062457569,28.284271247461906,0.1131018847227096
gas_ba495a4f4515a679,NBI,swin_unet,boundary_freq_gap,low,0.08477783203125,0.0003643552319565,0.0004255249471805,0.0001113244339581,8.958099740466311e-06,0.8148219441770933,0.6875101510475881,0.1976071015052103,17.850721317643256,0.0383450239896774
gas_bb2f30f4f0423c92,NBI,swin_unet,boundary_freq_gap,mid,0.2070465087890625,0.0012642014597202,0.0007777838804713,0.000448046235015,0.0002018478927132,0.7258077844806214,0.5696218950645308,0.0859286201409411,42.72001872658765,0.1322544664144516
gas_bb5c4f561dbab699,NBI,swin_unet,boundary_freq_gap,low,0.0966949462890625,0.0003236061277446,0.0010920249108893,0.0010274674922891,0.0001408869827162,0.9002667761132772,0.8186228774025005,0.2371594461813309,7.810249675906654,0.0193718113005161
gas_bb72946635d52856,NBI,swin_unet,boundary_freq_gap,high,0.0611572265625,0.0009642553856072,0.001361176467291,0.0005916809700525,0.0007409861756686,0.8827377956718672,0.7900900900900901,0.3035613340870548,8.94427190999916,0.0139309633523225
gas_bc82d86817671d9c,NBI,swin_unet,boundary_freq_gap,mid,0.8885498046875,0.0005372409736358,0.0006252286381618,0.0004812310642271,0.0002672302121337,0.9679294263594386,0.9378519755147467,0.4230246554067171,13.96061355245127,0.0556441321969032
gas_bd3f24b9e80a8057,NBI,swin_unet,boundary_freq_gap,high,0.1370086669921875,0.0006506058853279,0.0005644328211917,0.0001794980249696,0.0005112428168658,0.7540856533815645,0.6052467855661551,0.1807159353348729,33.75991378065305,0.075872927904129
gas_bd8006f9c2389380,NBI,swin_unet,boundary_freq_gap,high,0.25140380859375,0.0007322476090714,0.0010900372577918,0.0003938898151732,0.0005306097328676,0.8138209739341281,0.6860861270100845,0.1150740242261103,29.040477609775365,0.0918168053030967
gas_bdc5a4b345696705,NBI,swin_unet,boundary_freq_gap,mid,0.2405548095703125,0.000317727496606,0.0004236294414696,0.0002345573429935,0.0001949338781122,0.7496542185338866,0.5995575221238938,0.0894912736724842,39.6289012899858,0.1478993892669677
gas_bdfe015770a88553,NBI,swin_unet,boundary_freq_gap,mid,0.5699920654296875,0.0001764096898864,0.0002921248071175,0.0001936739228774,0.0001989646205069,0.903438232128158,0.8238826654348077,0.3029480217222653,39.66420288315466,0.1215720698237419
gas_be7e390bb61a18e0,NBI,swin_unet,boundary_freq_gap,mid,0.2764739990234375,0.0008326770001192,0.000877008338271,0.0003895633171314,0.0003177532989767,0.9323534815359176,0.8732791850220264,0.4233142857142857,11.0,0.0366908498108387
gas_beb8fdbf2701a25a,NBI,swin_unet,boundary_freq_gap,mid,0.23175048828125,0.001057975198807,0.0015838469872029,0.000671933822142,0.00023303870454,0.861576801087449,0.7568159203980099,0.2093069702416616,19.235384061671343,0.0730628222227096
gas_bee1ae994d28ccf4,NBI,swin_unet,boundary_freq_gap,high,0.3460845947265625,0.0017518798770655,0.0015754444109508,0.0008495673682175,0.0014161037230119,0.942562592047128,0.8913649025069638,0.3584059775840598,10.295630140987,0.0380859375
gas_bfb49f79c5613aaf,NBI,swin_unet,boundary_freq_gap,high,0.5559844970703125,0.0008957839771677,0.0011755875358926,0.0011805178812929,0.00090129156766,0.8422819807011707,0.7275363833511875,0.0698816055443257,49.04079934095692,0.2078284472227096
gas_c0b78a6a640849e8,NBI,swin_unet,boundary_freq_gap,mid,0.295684814453125,0.0002873776115642,0.0003215576052187,0.0001562826652015,0.0003775865217003,0.8354242967349801,0.7173636667781866,0.1080246913580246,36.05551275463989,0.0841836705803871
gas_c13e62a9c77fe550,NBI,swin_unet,boundary_freq_gap,mid,0.6244049072265625,0.0001498760205261,0.0003230745184496,0.0003238539508408,0.000257602043856,0.9810191103415912,0.9627453471384108,0.5252210088403536,6.4031242374328485,0.0233777109533548
gas_c15bf083428379c7,NBI,swin_unet,boundary_freq_gap,low,0.4171600341796875,0.0003937466218174,0.0007212206573785,0.0006187722536402,8.128104661043719e-05,0.8585950186641922,0.7522264513506522,0.2062122519413287,47.95618333680648,0.1336296200752258
gas_c173088f8c9bbfc8,NBI,swin_unet,boundary_freq_gap,low,0.40203857421875,0.0004222320175866,0.0005874259445285,0.0003605863680175,0.0001101118962914,0.8847142479640618,0.793262396071167,0.1357956633590591,27.193719575207982,0.0956433340907096
gas_c18cbf1cddf4cd16,NBI,swin_unet,boundary_freq_gap,low,0.45660400390625,0.0001311483012391,0.0002104332578345,0.0002090677387312,6.957405185239345e-05,0.8469087583121153,0.7344681215967072,0.143245869776482,37.0728922284392,0.123425543308258
gas_c240350d15614ef0,NBI,swin_unet,boundary_freq_gap,low,0.407867431640625,0.0003150853830856,0.0004347801245941,0.0003649896427105,4.264260762478503e-05,0.9139690080307658,0.841568071988002,0.2390899689762151,25.942243542145693,0.0757932066917419
gas_c2f2d504b090afaa,NBI,swin_unet,boundary_freq_gap,mid,0.342559814453125,0.0006915192284956,0.0008893677927783,0.0004998213745726,0.0002005164541983,0.9080875701103672,0.831648715824358,0.2506868131868132,20.0,0.0607461743056774
gas_c3ac21baba7082b,NBI,swin_unet,boundary_freq_gap,mid,0.683837890625,0.0001495942039643,0.0004019120931514,0.0003717962154318,0.0001940713921287,0.8578533350669614,0.7510885960668241,0.1184383681824828,38.948684188300895,0.1743064373731613
gas_c3accab14c0953c,NBI,swin_unet,boundary_freq_gap,mid,0.1485595703125,0.000315553502141,0.0003767599039235,0.0001651741345912,0.0003272961057949,0.8235678786293487,0.7000555864369093,0.1331719128329297,23.760250228146923,0.0537707284092903
gas_c42cee0768d0d296,NBI,swin_unet,boundary_freq_gap,low,0.2953643798828125,0.0002877830144427,0.0004217580769467,0.0001788202201397,4.776994911427884e-06,0.7820530159588855,0.6421076009105546,0.0824642719196601,50.446448301027125,0.1284677982330322
gas_c4f330fa73249579,NBI,swin_unet,boundary_freq_gap,high,0.83416748046875,0.0004855120684201,0.0007404813031059,0.0003399675575431,0.0007158187609815,0.9606359473170972,0.9242535806750434,0.5806969280146722,28.314304526579985,0.063556283712387
gas_c50f8aa50d4f6823,NBI,swin_unet,boundary_freq_gap,low,0.3668212890625,0.0002253352180205,0.0002366017174803,0.0001884006527228,7.818647043502974e-05,0.828584972742356,0.7073368135648092,0.0632282385195339,29.0,0.1441326588392257
gas_c525cc5040683ec3,NBI,swin_unet,boundary_freq_gap,low,0.1115875244140625,0.0003275979669474,0.0005431617889594,0.0002906578177542,0.000138848728464,0.6419339949226863,0.4726824708981222,0.0744319665709062,38.9164878389476,0.1236846297979354
gas_c5c8002c79925a9c,NBI,swin_unet,boundary_freq_gap,low,0.2957611083984375,0.000832373251866,0.0008158964578708,0.0006239477924224,6.70672968339169e-05,0.8001934092092539,0.6669353338706677,0.1361333896158716,30.0,0.1070631369948387
gas_c6540934270db0c9,NBI,swin_unet,boundary_freq_gap,high,0.9449005126953124,0.0003263323291045,0.0005119868707867,0.000388223382185,0.0011918741537536,0.9840214042829885,0.9685454087628,0.6830152210678908,13.871803066233198,0.0298748407512903
gas_c6d15958474f893c,NBI,swin_unet,boundary_freq_gap,mid,0.538116455078125,0.0001330243279162,0.000341227112142,0.0003007780157808,0.0001943254701072,0.8324785780269487,0.7130306668121794,0.1711193777477173,66.4725501131318,0.2096221297979354
gas_c734daf6e40c2ca5,NBI,swin_unet,boundary_freq_gap,mid,0.24432373046875,0.000328179536445,0.0003659640560738,0.000168176158309,0.0003817325600868,0.7281114219391703,0.5724647854368478,0.0093571304799861,36.24014402328309,0.1820790767669677
gas_c76443e2959241,NBI,swin_unet,boundary_freq_gap,high,0.196319580078125,0.0012496543105764,0.0015919085301226,0.0010494770499524,0.0008656024480928,0.6490698676924097,0.4804614629356897,0.0579996054448609,50.15974481593781,0.2109175771474838
gas_c7ea215fabf2f37a,NBI,swin_unet,boundary_freq_gap,low,0.2139129638671875,0.0001770162222877,0.0005867816707928,0.0006868275496749,0.0001566467501115,0.8314118122977346,0.7114668974469927,0.1665166516651665,25.134588726801592,0.0664461106061935
gas_c8d76dc616b3be7d,NBI,swin_unet,boundary_freq_gap,high,0.2369384765625,0.0006985259541711,0.0017516998249289,0.001458139067745,0.0004047251169803,0.5559683503020334,0.3850111944695392,0.1094173441734417,92.65095586362617,0.3120416104793548
gas_c9ca17faaebc0204,NBI,swin_unet,boundary_freq_gap,low,0.23614501953125,0.0005319367347998,0.0009673868375231,0.0007914912514557,8.548209636980646e-05,0.8767687354944973,0.7805772178897554,0.2534983853606028,39.04356112260327,0.0656090527772903
gas_c9d0e4ff1441f017,NBI,swin_unet,boundary_freq_gap,mid,0.493682861328125,0.0003903407830083,0.0003667391659357,0.0001594046693094,0.0001803821111753,0.8431829186746294,0.7288818018736296,0.1265472011823388,35.545676262112714,0.1355428844690323
gas_cb06954170400105,NBI,swin_unet,boundary_freq_gap,high,0.5226287841796875,0.0003517036818115,0.0015995609513842,0.0015163624947586,0.0009111031461971,0.8374858086489834,0.7204091054369829,0.0691960554905565,25.942243542145693,0.1569076776504516
gas_cb6507c072ec77d3,NBI,swin_unet,boundary_freq_gap,low,0.4208221435546875,0.0005530387516586,0.0005957454440581,0.0003489191543747,0.0001448088097518,0.7854017772222072,0.6466350456416682,0.0820449754040758,50.64080503103369,0.1573860049247741
gas_cba2db0871912e7a,NBI,swin_unet,boundary_freq_gap,low,0.3850250244140625,0.0001974440342372,0.0003623341817406,0.0002704282180713,0.0001622749907287,0.9081834825571188,0.831809620067074,0.2341883345045678,24.0,0.0729631707072258
gas_cc47fb76ce4017cf,NBI,swin_unet,boundary_freq_gap,low,0.3957672119140625,0.0004655723783087,0.000554330353212,0.0005080904232058,0.0001632986012224,0.9687523305242748,0.9393983222447208,0.4419191919191919,8.06225774829855,0.0250518172979354
gas_cdda2b0ae5a96b9f,NBI,swin_unet,boundary_freq_gap,mid,0.1151885986328125,0.000401811127629,0.0004492418246015,0.0001617046001337,0.0003236871830849,0.698992976220699,0.5372707167945883,0.0436643835616438,17.313069675367295,0.0708904638886451
gas_ce4bc540d8fbc89f,NBI,swin_unet,boundary_freq_gap,high,0.403656005859375,0.0010042607030677,0.0015888276712416,0.0011911483542771,0.0006271042436788,0.946429913095745,0.8983075021393934,0.3740138067061144,17.391983881878133,0.0426299422979354
gas_ced873deeb2dc3f,NBI,swin_unet,boundary_freq_gap,low,0.498077392578125,0.0003186077136423,0.0005819125098281,0.000871719396327,0.0001571687646352,0.8927592182324684,0.8062918499148144,0.2189419457103229,28.48938873485642,0.0974370241165161
gas_cf69daef66156bfc,NBI,swin_unet,boundary_freq_gap,mid,0.7799530029296875,0.0006001979585484,0.0006386434104082,0.0003668714740363,0.0001995085101466,0.9485915318484752,0.9022102832367218,0.242798353909465,22.730941279522344,0.082708865404129
gas_cf9b3716377c266b,NBI,swin_unet,boundary_freq_gap,mid,0.332122802734375,0.0001349872331109,0.0004631826520735,0.0004296396979491,0.0002273483842028,0.927430265695616,0.8646806226516371,0.2560914967677772,14.560219778561036,0.050243142992258
gas_cfa86f6d3087ca07,NBI,swin_unet,boundary_freq_gap,high,0.63421630859375,0.0001454576981427,0.0004137082317898,0.0004382261238686,0.0004180156707559,0.9065719598612902,0.8291098513865481,0.2325627740135512,30.156913109042804,0.1111487597227096
gas_d0dd34ddf755c8ea,NBI,swin_unet,boundary_freq_gap,mid,0.2421112060546875,0.0005271401021697,0.0006301905826087,0.0002817699150965,0.0001781798792354,0.2023946580704582,0.112591264250032,0.0371053238073288,105.97522962665434,0.2761479616165161
gas_d17953c118aa0ea8,NBI,swin_unet,boundary_freq_gap,high,0.5366668701171875,0.0004630481118412,0.0009674015377122,0.0004428052643352,0.0008080353312879,0.8513124136569963,0.7411174489725793,0.0758920800696257,25.14346701608051,0.1501514613628387
gas_d1c8829846d954fe,NBI,swin_unet,boundary_freq_gap,low,0.534698486328125,0.0001849616604584,0.0003088240732004,0.0001571085505859,0.0001401234757772,0.8659524004252883,0.7635944035770951,0.1958654519971969,49.6739360630578,0.1633251011371612
gas_d28d9eb37872047,NBI,swin_unet,boundary_freq_gap,mid,0.8477630615234375,0.0003668214501017,0.0005253754467879,0.0004607976551033,0.0002616605693591,0.9733532345216194,0.9480897103572636,0.4137410343525858,16.417661835240786,0.0458984375
gas_d30dc583f7c4074,NBI,swin_unet,boundary_freq_gap,low,0.33734130859375,0.0004398447663943,0.0007113887826334,0.0005311286283183,0.0001590019038762,0.8827845964023638,0.790165077888863,0.2489378138277327,57.07889277132134,0.0719467476010322
