image,modal,model,frequency_metric,frequency_group,scale,global_hfr,boundary_hfr,boundary_freq_std,boundary_freq_gap,Dice,IoU,Boundary_IoU,HD95,MAE
gas_25615,WL,swin_unet,scale,low,0.1493072509765625,5.297464535412807e-05,4.392572750692226e-05,2.3990515395915794e-05,1.69182197348379e-05,0.6736218138707766,0.5078655702538434,0.1015585721468074,40.311288741492746,0.1097337380051612
gas_25678,WL,swin_unet,scale,low,0.07208251953125,3.998905111057296e-05,3.2650432061780526e-05,1.0839267692901124e-05,2.0937365915467427e-05,0.7019687712152071,0.5407949790794979,0.025656504678539,22.654421950500407,0.0612444207072258
gas_25703,WL,swin_unet,scale,low,0.1163330078125,9.4949444732551e-05,0.0001804784622942,0.0001877336573297,0.0002111611359886,0.6787484510532837,0.5137162954279015,0.1482389656709763,29.206163733020468,0.0826690047979354
gas_25745,WL,swin_unet,scale,low,0.103179931640625,7.847250964448069e-05,5.455629097575413e-05,3.775884847491142e-05,1.81978109772552e-05,0.8913757882582822,0.8040378144528121,0.3258426966292135,12.529964086141668,0.0243742018938064
gas_25748,WL,swin_unet,scale,low,0.1741180419921875,7.417085528703803e-05,0.0001405958663519,6.873609210818585e-05,7.447987371340186e-05,0.8264009243212016,0.7041594880630077,0.0761781794706262,15.297058540778355,0.0718670263886451
gas_25760,WL,swin_unet,scale,mid,0.3076324462890625,6.061146478992684e-05,0.0004157413198312,0.000310982548518,0.0002986300970037,0.8176933555320115,0.691608525891314,0.1154168412232928,32.859495982177386,0.0960220023989677
gas_25778,WL,swin_unet,scale,low,0.1540069580078125,3.192093680384007e-05,8.112627384366722e-05,7.239723897603234e-05,2.9889708115556315e-05,0.795263665152141,0.6601142857142858,0.1115454782382069,21.099752959263387,0.059271365404129
gas_25784,WL,swin_unet,scale,low,0.107696533203125,8.576035297705917e-05,0.0001279751768617,7.159570367134631e-05,4.624090281107039e-05,0.7320910973084886,0.5774003919007185,0.1534360189573459,37.552215952040505,0.0644730553030967
gas_25794,WL,swin_unet,scale,mid,0.200836181640625,3.725070264976689e-05,8.452414372029716e-05,8.444381186907378e-05,3.114200151703961e-05,0.819880626987226,0.6947438079031953,0.2020174482006543,27.98293166859391,0.0643534734845161
gas_25803,WL,swin_unet,scale,mid,0.210601806640625,2.200097907993739e-05,0.0001607354007132,0.0001957044811166,0.0002218155058418,0.5933191940615058,0.4217866566151526,0.0005265929436545,35.17101079013795,0.1222895383834838
gas_25862,WL,swin_unet,scale,high,0.54486083984375,3.8421685623531016e-05,0.000306545039926,0.0003182264211308,0.0004297977619459,0.9571867171460324,0.9178888808612096,0.3476771569257118,10.44030650891055,0.045300543308258
gas_25872,WL,swin_unet,scale,mid,0.32275390625,6.699584522154094e-05,0.0002143413543126,0.00025695912248,0.0001314848044241,0.931779826041802,0.8722731968159446,0.263097689315946,11.40175425099138,0.0418925397098064
gas_25879,WL,swin_unet,scale,mid,0.266510009765625,2.1486758696711488e-05,5.063690337840211e-05,5.0669680380348814e-05,1.0258817710376958e-05,0.8467776355100298,0.7342709104367136,0.1791277258566978,23.08679276123039,0.0715481489896774
gas_25933,WL,swin_unet,scale,low,0.034423828125,4.736221213141991e-05,4.425172782451986e-05,2.260865348709156e-05,6.413011353019146e-06,0.0041395623891188,0.002074074074074,0.0668993600930773,51.11896751615016,0.0671237260103225
gas_25e3199858978cf7,WL,swin_unet,scale,high,0.609283447265625,0.0003575946190123,0.0009443611363786,0.0005374221700975,0.000755005355994,0.94246007180884,0.8911815494482981,0.3196501873996074,20.12461179749811,0.0740991681814193
gas_26020,WL,swin_unet,scale,low,0.1169891357421875,6.07768151463377e-05,2.984386052084045e-05,2.434923985645577e-05,2.1298308895111284e-05,0.6293869911090314,0.4592010925230454,0.0659536541889483,25.229912390449684,0.0631377547979354
gas_26039,WL,swin_unet,scale,mid,0.2397613525390625,2.8538247525023515e-05,4.978876982495044e-05,2.4245726185356533e-05,1.3107323818386468e-05,0.6754186602870813,0.5099110489005283,0.0290275761973875,56.0,0.2163185626268386
