run_name,modal,pfesa_skip_mode,pfesa_base_ratio,best_epoch,base_lr,batch_size,max_epochs,img_size,seed,ce_weight,dice_weight,train_loss,train_dice,train_iou,train_boundary_iou,train_hd95,train_mae,val_loss,val_dice,val_iou,val_boundary_iou,val_hd95,val_mae,checkpoint
all_pfesa_x23_bs16_lr001,ALL,x23,0.1,61,0.01,16,100,224,1234,0.4,0.6,0.07912634156492292,0.8880124142956586,0.8097358424504953,0.34357243182188846,17.570403177827377,0.05428860308192623,0.1711951725539707,0.8164601299187315,0.7116242792087082,0.26124207230120555,31.04832729426504,0.10339179896428027,../outputs/B+PFESA/ALL/all_pfesa_x23_bs16_lr001/checkpoints/best.pth
