run_name,modal,pfesa_skip_mode,pfesa_base_ratio,best_epoch,base_lr,batch_size,max_epochs,img_size,seed,ce_weight,dice_weight,train_loss,train_dice,train_iou,train_boundary_iou,train_hd95,train_mae,val_loss,val_dice,val_iou,val_boundary_iou,val_hd95,val_mae,checkpoint
all_new_pfesa_x1_bs16_lr001,ALL,x1,0.1,72,0.01,16,100,224,1234,0.4,0.6,0.06903556191587243,0.9040483771364575,0.8326884495304069,0.37244535063391426,15.036577082174126,0.04775123137921488,0.09632799252566056,0.8826993656629363,0.7979071998767316,0.3346127363876623,20.108472873265914,0.062093818368887915,../outputs_new/B+PFESA/ALL/all_new_pfesa_x1_bs16_lr001/checkpoints/best.pth
