run_name,modal,pfesa_skip_mode,pfesa_base_ratio,best_epoch,base_lr,batch_size,max_epochs,img_size,seed,ce_weight,dice_weight,train_loss,train_dice,train_iou,train_boundary_iou,train_hd95,train_mae,val_loss,val_dice,val_iou,val_boundary_iou,val_hd95,val_mae,checkpoint
all_pfesa_x3_bs16_lr001,ALL,x3,0.1,33,0.01,16,100,224,1234,0.4,0.6,0.10528370519073642,0.856351839851602,0.7656591858920806,0.29769961615362905,23.889184063930635,0.07176604166969049,0.1609242632275536,0.8151687869493721,0.7093454168123425,0.24563353399183313,31.220944728529698,0.10542696854432247,../outputs/B+PFESA/ALL/all_pfesa_x3_bs16_lr001/checkpoints/best.pth
