run_name,modal,pfesa_skip_mode,pfesa_base_ratio,best_epoch,base_lr,batch_size,max_epochs,img_size,seed,ce_weight,dice_weight,train_loss,train_dice,train_iou,train_boundary_iou,train_hd95,train_mae,val_loss,val_dice,val_iou,val_boundary_iou,val_hd95,val_mae,checkpoint
all_new_pfesa_x23_bs16_lr001,ALL,x23,0.1,72,0.01,16,100,224,1234,0.4,0.6,0.07158202922035908,0.9020779644080059,0.8295590351671737,0.3684234618033653,15.642397405892513,0.04931701301016989,0.0921749651190723,0.8852371510532441,0.8011048328232766,0.3366161946642282,19.870700372271546,0.06003789746613517,../outputs_new/B+PFESA/ALL/all_new_pfesa_x23_bs16_lr001/checkpoints/best.pth
