epoch,lr,train_loss,train_dice,train_iou,train_boundary_iou,train_hd95,train_mae,val_loss,val_dice,val_iou,val_boundary_iou,val_hd95,val_mae,best_dice,is_best
1,0.01,0.2648777924478054,0.6476118576177305,0.5264496320264598,0.12579657872717076,59.27994059869227,0.18457668031398247,0.1568653033933176,0.7954367241450764,0.6856703769966415,0.21335039187181573,35.98068193780516,0.10064604962697095,0.7954367241450764,1
2,0.01,0.1916242696601769,0.7525806517472916,0.6362878233716099,0.17792823208280625,42.26307234578388,0.13146869572339145,0.13365267781231568,0.8188738519625222,0.713327722811981,0.22706130668138388,29.734651538302863,0.08930374767163746,0.8188738519625222,1
3,0.01,0.178368525483228,0.7734838726504454,0.659919920593921,0.19621104967464476,37.832781039377075,0.12294246333852964,0.12344626358404816,0.836758666115184,0.7369483777758685,0.2577728171766637,27.23626287448182,0.08065483982293953,0.836758666115184,1
4,0.01,0.1664243158402628,0.7889891321508415,0.6784907633629755,0.21219025432584965,35.285389576202654,0.11449068344066698,0.12199771135804141,0.8337637422578562,0.7326840193210907,0.25398550578966883,27.604164620717402,0.08154764869495441,0.836758666115184,0
5,0.01,0.15920810247289724,0.7979834236121122,0.689352289799726,0.22273877255936086,34.33541109881652,0.10998435829681293,0.11739700447451248,0.8427223230320809,0.7444022013176108,0.26649333747643433,25.99649951913474,0.07688995445079287,0.8427223230320809,1
6,0.01,0.15390614176104808,0.8055801848851132,0.6984828782125672,0.23084440117255203,32.97928835244972,0.10592076884959484,0.11552415827387258,0.8450284132303439,0.7487035562114472,0.27677513774640494,26.484761169753167,0.07793691717107075,0.8450284132303439,1
7,0.01,0.15218026473604399,0.8094405320837255,0.703494897998791,0.2359726910427954,32.358298448621056,0.10501848676935409,0.11128140117234064,0.8512123964134141,0.7555112085933348,0.27487016650668306,24.829994727745806,0.07162815226272111,0.8512123964134141,1
8,0.01,0.14762329968527474,0.8139578019424444,0.7086760119310272,0.24138029566082472,31.22497699325882,0.1017576911999013,0.11544375697731489,0.8426429089121908,0.7446909644559868,0.26639495067051405,25.09305919769286,0.07391863226747283,0.8512123964134141,0
9,0.01,0.14341407018745767,0.8199661892103095,0.7164462105114021,0.2494966442839056,30.269185497400667,0.09868314713934649,0.11183861700388101,0.8507849495112145,0.7537968672798986,0.27777938936452756,24.757033239127143,0.07539114136407189,0.8512123964134141,0
10,0.01,0.1403364458217703,0.8239585742256599,0.7208080059885674,0.2530343860551946,29.417416306483833,0.09647980375854692,0.102412498763457,0.8601177498934602,0.768740928617704,0.29505653149805816,22.90526320820184,0.06846160637327896,0.8601177498934602,1
11,0.01,0.13684959706432862,0.8272024234742021,0.7259469896387095,0.25712901284790385,28.93459453419943,0.09405714625496205,0.10408835849057325,0.857566551324091,0.7658063381104021,0.2982315349436478,24.069507658281378,0.07005288754401329,0.8601177498934602,0
12,0.01,0.13341550946492572,0.831669393388831,0.7311548500797467,0.2628464313919889,28.183581175209913,0.09167501949823104,0.12829919400726736,0.8326046001534836,0.7334943591583538,0.27813691832045884,30.210635393945154,0.09139928675298145,0.8601177498934602,0
13,0.01,0.13420682156394267,0.8319012991321664,0.7316325817342275,0.2628232029767699,28.36267546252036,0.0919749819419441,0.1065060696017887,0.8554700728544926,0.7624860509453092,0.2952104273093252,24.481191389442277,0.07131758567439732,0.8601177498934602,0
14,0.01,0.13021222913059696,0.8352521149739427,0.7362423336953994,0.26911156253878743,27.36243948107098,0.0892746594379097,0.09853476901286044,0.8633135325862614,0.7722500961094197,0.3019445707468016,22.12515248464933,0.06586479559740586,0.8633135325862614,1
15,0.01,0.12678091009629183,0.8395613585162458,0.7413854062713942,0.2722414107319752,26.785790562730732,0.08732289821637096,0.10220993789825362,0.8615461377500673,0.7710157587537381,0.30222834617400995,23.233812379540424,0.06763068498828663,0.8633135325862614,0
16,0.01,0.12645599518998943,0.8391722348053039,0.7416919938509433,0.27512885100426027,26.79628885512577,0.08653734973882694,0.09863305076775764,0.8668806184012284,0.7765992777444825,0.3111783637459281,22.42464735172412,0.06563689342797979,0.8668806184012284,1
17,0.01,0.12302021916698792,0.8438562131790377,0.7473521345487317,0.2804164559519101,26.153764007689357,0.08405227182284479,0.09551614097617415,0.8715919169104558,0.7833362506201843,0.3168153210792996,21.278635840141064,0.06351279111876933,0.8715919169104558,1
18,0.01,0.11905365164295353,0.8485704477839888,0.7536434364744701,0.2840570713793255,25.54859009097736,0.08125875900491494,0.10102073576768883,0.8626960017644895,0.770706079214089,0.3064558380372457,21.60974964046096,0.06797574561651087,0.8715919169104558,0
19,0.01,0.11902785214499154,0.8479746068070976,0.7525208938386986,0.2843690342640939,25.57192508345547,0.08205818104460345,0.09762710326837624,0.868417865729385,0.7789324911310581,0.31362616866516946,21.352856124190676,0.06565121534612287,0.8715919169104558,0
20,0.01,0.1166783199035402,0.8515683994890734,0.7570931955096595,0.287464424478312,24.521052794611812,0.07987939031402769,0.09766684864696704,0.8694531845337418,0.7808299481534973,0.31553887454402796,22.651643523576702,0.0658184406187325,0.8715919169104558,0
21,0.01,0.11620735550491974,0.8507139401242644,0.7561732582469926,0.28840310430193045,25.04507822347421,0.07957193268997924,0.10107755585600008,0.8703730449202133,0.78110685513303,0.31389844972567293,22.20445164729226,0.06718678191598308,0.8715919169104558,0
22,0.01,0.11257016254139357,0.8553428899712165,0.7627494554834956,0.2948976432710219,24.043450522484505,0.07728951951127062,0.09489558896555109,0.8719210633196354,0.7838966720387395,0.3223832640346212,20.674507289602737,0.0632781919717849,0.8719210633196354,1
23,0.01,0.1099483890715858,0.8558801862630161,0.7637336570326247,0.29602943583597746,24.084804121596044,0.07578357589503365,0.09771865965263081,0.8716440798910987,0.7825879089530726,0.3110678147812559,21.499225800613786,0.06583014043210157,0.8719210633196354,0
24,0.01,0.10940526406569727,0.8583125089869715,0.7668845810143148,0.29687885633366623,23.335521680811347,0.07535643719491983,0.09897252971585463,0.8678049471886372,0.7794765734337588,0.3157346892903079,22.379715319422655,0.06772783292204836,0.8719210633196354,0
25,0.01,0.10761176984243352,0.8613773200712381,0.7708600185247179,0.3025341118559214,23.278910472158028,0.07369907065718696,0.1015349982479806,0.8597682798355895,0.7689779926346402,0.3151408448775698,23.404668375887745,0.0690787859093247,0.8719210633196354,0
26,0.01,0.10487775649104653,0.8641437517297395,0.7746446168673925,0.30447132999767723,22.402813741541294,0.07165268018635006,0.09851889070952952,0.8697906369078519,0.7806726367756854,0.3128327905023863,21.983153009388644,0.06788089716060441,0.8719210633196354,0
27,0.01,0.107598300188266,0.8600480951131186,0.7693929124685637,0.3014372101752919,23.27638325374456,0.07383257701176577,0.09437767063316546,0.8729555431246508,0.7842557596653975,0.32092912976329474,21.490104122120787,0.0642264332294253,0.8729555431246508,1
28,0.01,0.10443513800293722,0.8639064869369666,0.7742445011494098,0.30583018411991736,22.611970011576908,0.07172929631081482,0.09770657170398032,0.8688587737115059,0.7789059324218282,0.3180678684708792,21.934752458201093,0.0654003979743794,0.8729555431246508,0
29,0.01,0.10166216908215449,0.8671442839490903,0.7789207859331577,0.310497401310551,21.960591282054416,0.06955586914271658,0.0921538051685341,0.8757793426191288,0.7882244443227392,0.32300925084452486,20.53245085937808,0.0618703136105573,0.8757793426191288,1
30,0.01,0.1000943657588856,0.8680130066301702,0.7799887867593118,0.30966297469350534,22.038990323671804,0.06913186061664701,0.10002955314722138,0.8705363082636045,0.7824244307653865,0.31289561381505165,22.39369311340869,0.06754927115179296,0.8757793426191288,0
31,0.01,0.09814117062066136,0.8711330148491837,0.784303790723358,0.3153258237976045,21.301476706928803,0.0673183679279238,0.10329715249992093,0.8597052976573165,0.7678776673926118,0.3089054053603618,23.69955966310124,0.06973893183796301,0.8757793426191288,0
32,0.01,0.09801685331581995,0.8699173790885116,0.7828453276576561,0.3145444417531679,21.4503594971296,0.0672567476582305,0.09159023595242365,0.8760971829664572,0.7888739268293019,0.3266339737449416,20.938677103499302,0.061401962309223616,0.8760971829664572,1
