run_name,modal,best_epoch,base_lr,batch_size,max_epochs,img_size,seed,ce_weight,dice_weight,train_loss,train_dice,train_iou,train_boundary_iou,train_hd95,train_mae,val_loss,val_dice,val_iou,val_boundary_iou,val_hd95,val_mae,checkpoint
all_new_baseline_bs16_lr001,ALL,61,0.01,16,100,224,1234,0.4,0.6,0.07354537933936407,0.89919188837812,0.8247678005908067,0.3620468817644221,16.129109352808783,0.050903255898949035,0.09089033423285735,0.8844655485026272,0.8008093954418691,0.3383141536652737,19.663332255313534,0.05960609743876858,../outputs_new/B/ALL/all_new_baseline_bs16_lr001/checkpoints/best.pth
