epoch,lr,train_loss,train_dice,train_iou,train_boundary_iou,train_hd95,train_mae,val_loss,val_dice,val_iou,val_boundary_iou,val_hd95,val_mae,best_dice,is_best
1,0.01,0.26725618115493227,0.6379287442966332,0.5173307580406323,0.12341482293125801,59.73389098302207,0.18552828748135505,0.20178206307547433,0.7391027403444352,0.6211069919184473,0.1671447857542191,46.24719489061994,0.14244855738888007,0.7391027403444352,1
2,0.01,0.19460330891365907,0.7432245918110905,0.6257547731524011,0.17326349478870653,43.1773027064248,0.1335489178686973,0.19390790774708702,0.7095159549068856,0.5890669410437509,0.15127662267524342,44.56330628035748,0.12978306853245677,0.7391027403444352,0
3,0.01,0.18108476455114325,0.7608342011688329,0.6465019004289979,0.1917418141467057,40.70429643993716,0.12423957470098833,0.17387713193893434,0.7741109794836621,0.6577439525241006,0.194080303751367,36.25441915576414,0.11764076162528779,0.7741109794836621,1
4,0.01,0.16912290338350802,0.7774189896849665,0.6661060643972331,0.20563440178234282,37.1942490994895,0.11543732901883065,0.16884604664075942,0.7848661695092356,0.6706163524622322,0.201663354504649,35.24933210350911,0.11676783426775642,0.7848661695092356,1
5,0.01,0.16579757512223964,0.7843229680194034,0.6731807368627062,0.21244641115964402,35.62080928798837,0.11348943551919156,0.17612418574946268,0.7865352893177494,0.6741008135624705,0.2054524182079854,36.71137244029293,0.12153970420005776,0.7865352893177494,1
6,0.01,0.1582389261345474,0.794375986576564,0.6856367630872241,0.22356398024261173,33.1538229830726,0.10828323578699586,0.16861029849165962,0.7693503923452757,0.6536899794001383,0.20429580489776702,36.19891997397566,0.11444406171905852,0.7865352893177494,0
7,0.01,0.1533462360197184,0.7999281245380561,0.6922570234387636,0.22900797721398047,32.71896511565439,0.1053326067535506,0.16490641576903206,0.7970660952477764,0.6867818301307452,0.2242245669899241,34.60333244554068,0.112650944846904,0.7970660952477764,1
8,0.01,0.14974294736677288,0.8039853075788672,0.6973301432487068,0.23214168652494555,32.0867944158959,0.10301391652937295,0.17516731094746363,0.7924934589603386,0.683208370236701,0.229336606689032,36.064292409813355,0.11985333021508442,0.7970660952477764,0
9,0.01,0.14777656954770185,0.8081794683341615,0.7026943524763455,0.23886347730765464,31.95769888077294,0.10184992198388054,0.15341463855334692,0.8045920437589199,0.6964297916905956,0.23705639375349913,32.74084910934545,0.10444461701748271,0.8045920437589199,1
10,0.01,0.1432069447271678,0.8124300108095449,0.7078785832644957,0.2423976019880094,30.876949034273572,0.09840934914441742,0.1576772011461712,0.8032976112801411,0.6953608509781323,0.22907089952005416,32.51327845325179,0.10902390250204397,0.8045920437589199,0
11,0.01,0.14347276906577908,0.8148734302142306,0.7106060541719207,0.24519045350968238,30.206663889474207,0.09830983709924075,0.15587105878761837,0.7983402451052259,0.6866700516547575,0.22532960818620168,32.088049628678675,0.1055677347722286,0.8045920437589199,0
12,0.01,0.1385104731333499,0.8190184953655621,0.7161722702232349,0.2505522233035504,29.467495354723,0.09459677452734691,0.1588735519420533,0.8015761268596353,0.6925792586453463,0.23558709442943448,33.20553461717666,0.10601295341427128,0.8045920437589199,0
13,0.01,0.13448255490891786,0.8249778323730835,0.7238260505210686,0.257379522600854,28.36015477500651,0.09204223583065145,0.15192709806419555,0.8090059377907751,0.7018872026160128,0.24051611117485916,31.71784888781439,0.10455627142884104,0.8090059377907751,1
14,0.01,0.13283024080553835,0.825553233061967,0.7249388844092081,0.26015998349636454,28.768158385915324,0.09108214595899157,0.15501538727964673,0.8055805071357535,0.6981654818994366,0.24130355686933339,32.93703473989413,0.1056356149309847,0.8090059377907751,0
15,0.01,0.13138256742029775,0.8261602277365532,0.7256508953252899,0.2612737004558248,28.36576120339231,0.09046315651859765,0.15586246323017847,0.8086221022383954,0.7013325227832349,0.24804009464858598,31.377155998206337,0.10473243718456832,0.8090059377907751,0
16,0.01,0.12787685366917628,0.8306576789384528,0.731174784690895,0.26580836809829417,27.64841151878403,0.08792057061824492,0.15575366162118456,0.8068680846774346,0.6955330601586609,0.23039181296751554,31.585213198426988,0.10744913630187511,0.8090059377907751,0
17,0.01,0.12691633968937155,0.833662238379642,0.7345208380131829,0.2673801030533458,27.141962510307206,0.0870507191749033,0.15286543312526885,0.8021336350430784,0.6905972116907101,0.22739644251441685,30.690872632927018,0.10491275483620398,0.8090059377907751,0
18,0.01,0.12453007314886366,0.8353221612995443,0.737024372785027,0.2710115559427585,26.806075887105887,0.08532199306456296,0.16325485422497704,0.7890427419652877,0.6749936021283641,0.228083300559575,33.9976151868749,0.11031659040045702,0.8090059377907751,0
