run_name,modal,pfesa_skip_mode,pfesa_base_ratio,best_epoch,base_lr,batch_size,max_epochs,img_size,seed,ce_weight,dice_weight,train_loss,train_dice,train_iou,train_boundary_iou,train_hd95,train_mae,val_loss,val_dice,val_iou,val_boundary_iou,val_hd95,val_mae,checkpoint
all_pfesa_x2_bs16_lr001,ALL,x2,0.1,39,0.01,16,100,224,1234,0.4,0.6,0.09551997432599263,0.8676597216202242,0.7812535717717939,0.3146468475343309,21.54091081691515,0.06519187668157855,0.16393830691065106,0.8163274925527124,0.7115600236185019,0.26075043676159754,30.785257534037036,0.10438520667209689,../outputs/B+PFESA/ALL/all_pfesa_x2_bs16_lr001/checkpoints/best.pth
